,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy
803,804,2015,England,Hospital,926.0,154,0.1663,0.9675,0.8758,0.0795,0.7152,0.2053,0.0933,0.2267,0.5067,0.1533,0.02,0.018600000000000002,0.49,0.62,0.84,0.0692,0.0678,0.044500000000000005,0.22,0.322,0.1864,0.1864,0.17800000000000002,0.0795,0.5385,0.1812,0.2819,0.1148,0.25,1.0,0.7135,0.5516,0.8608,0.929,0.42100000000000004,0.8322,0.16699999999999998,0.128,0.5506,0.9351,0.6777,0.0263
804,805,2015,England,Site,840.0,121,0.14400000000000002,0.9256,0.8347,0.1488,0.6694,0.1818,0.0504,0.3782,0.3866,0.1849,0.0,0.011000000000000001,0.0124,0.0,0.0,0.0679,0.0652,0.04650000000000001,0.3388,0.3656,0.2688,0.172,0.2151,0.1583,0.9444,0.3109,0.3529,0.1386,0.2453,0.857,0.6156,0.5097,0.84,0.8190000000000001,0.542,0.8872,0.294,0.267,0.5509,0.8779,0.6147,0.0992
805,806,2015,England,Hospital,236.0,38,0.161,1.0,0.9474,0.0,0.7027,0.2973,0.0526,0.3684,0.3947,0.1842,0.0,0.0262,0.32,0.76,0.26,0.0693,0.059800000000000006,0.0408,0.5,0.6,0.4333,0.4,0.4,0.0541,0.0,0.4054,0.5946,0.0278,0.0833,0.914,0.8676,0.8043,0.5475,0.85,0.605,0.9772,0.111,0.0,0.698,0.8213,0.6418,0.0
806,807,2015,England,Hospital,325.0,53,0.1631,0.8868,0.9412,0.06,0.74,0.2,0.1429,0.1429,0.5102,0.1837,0.0204,0.019799999999999998,0.68,0.71,0.15,0.0698,0.0687,0.0492,0.3182,0.3529,0.0588,0.3529,0.2059,0.0408,0.5,0.2273,0.3409,0.1702,0.2708,0.792,0.5387,0.5391,0.9419,0.905,0.39399999999999996,0.8057,0.077,0.217,0.5056,1.0,0.7049,0.0
807,808,2015,England,Hospital,412.0,90,0.2184,0.5444,0.8222,0.1,0.7444,0.1556,0.0444,0.2667,0.4889,0.1556,0.0444,0.015600000000000001,0.89,0.38,0.39,0.0687,0.0632,0.036699999999999997,0.3933,0.5395,0.3816,0.3684,0.3158,0.0667,0.4,0.0805,0.092,0.1392,0.2222,0.9,0.6078,0.5215,0.8466,0.941,0.35700000000000004,0.7381,0.318,0.192,0.4486,0.8394,0.7064,0.0
808,809,2015,England,Hospital,554.0,120,0.2166,0.8833,0.9076,0.0917,0.75,0.1583,0.0924,0.2689,0.4454,0.1933,0.0,0.57,0.57,0.04,0.07,0.06860000000000001,0.067,0.0415,0.2773,0.5435,0.2609,0.3804,0.3261,0.1795,0.5652,0.1897,0.2586,0.1368,0.2035,0.807,0.47100000000000003,0.3888,0.8302,0.5489999999999999,0.605,0.8171,0.156,0.115,0.6214,0.73,0.5679,0.0588
809,810,2015,England,Hospital,944.0,201,0.2129,0.8955,0.8769,0.0808,0.7172,0.20199999999999999,0.0518,0.2435,0.4456,0.2332,0.0259,0.42,0.3,0.08,0.42,0.0635,0.0562,0.041299999999999996,0.3152,0.4388,0.2806,0.2158,0.2806,0.0718,0.4667,0.1082,0.2423,0.0887,0.1552,0.72,0.5661,0.4068,0.7489,0.9440000000000001,0.34600000000000003,0.7975,0.21100000000000002,0.0,0.581,0.8118,0.6262,0.0505
810,811,2015,England,Site,549.0,91,0.1658,0.7802,0.8333,0.0769,0.8352,0.0879,0.0909,0.1932,0.375,0.3182,0.0227,0.0311,0.71,0.32,0.16,0.068,0.0643,0.0475,0.2892,0.3774,0.1887,0.2264,0.2453,0.0337,0.6667,0.0575,0.092,0.09300000000000001,0.1705,0.882,0.5448,0.5964,0.9129,0.897,0.48200000000000004,0.8435,0.0,0.115,0.5145,0.843,0.716,0.0
811,812,2015,England,Hospital,438.0,115,0.2626,0.3826,0.9735,0.1239,0.7611,0.115,0.0187,0.3458,0.5421,0.0748,0.0187,0.83,0.29,0.37,0.29,0.0691,0.0679,0.0447,0.4393,0.4271,0.2813,0.2396,0.125,0.0619,0.5,0.3423,0.3604,0.1262,0.2547,0.7390000000000001,0.395,0.2944,0.8934,0.882,0.222,0.831,0.18100000000000002,0.152,0.7335,0.7986,0.5519,0.0261
812,813,2015,England,Hospital,515.0,78,0.1515,0.8718,0.7273,0.1299,0.7273,0.1429,0.0921,0.25,0.3947,0.1842,0.0789,0.0123,0.92,0.82,0.0109,0.06559999999999999,0.0584,0.0268,0.2933,0.5652,0.2391,0.4348,0.3478,0.1216,1.0,0.1571,0.1714,0.1639,0.2121,0.8370000000000001,0.5596,0.5236,0.873,0.7709999999999999,0.469,0.9419,0.25,0.131,0.7442,0.9498,0.7909,0.0897
813,814,2015,England,Hospital,128.0,12,0.0938,0.8333,0.25,0.0909,0.4545,0.4545,0.0833,0.1667,0.6667,0.0833,0.0,0.0173,0.0,0.0,0.012,0.067,0.067,0.0418,0.0909,0.4167,0.1667,0.25,0.1667,0.3636,1.0,0.3333,0.3333,0.0909,0.25,0.71,0.6204,0.524,1.0,1.0,0.556,0.9036,0.182,0.0,0.9036,1.0,0.753,0.0
814,815,2015,England,Hospital,499.0,101,0.2024,0.9208,0.802,0.0297,0.8218,0.1485,0.11699999999999999,0.11699999999999999,0.5745,0.1596,0.0319,0.44,0.38,0.05,0.06,0.0688,0.0673,0.0504,0.2323,0.2899,0.2029,0.1304,0.1739,0.1212,0.7273,0.52,0.54,0.0326,0.1489,0.863,0.7243,0.7529,0.9125,0.797,0.47100000000000003,0.9279999999999999,0.0,0.125,0.6915,0.8626,0.795,0.01
815,816,2015,England,Hospital,316.0,73,0.231,1.0,0.9041,0.13699999999999998,0.6849,0.1781,0.0735,0.2941,0.4706,0.1618,0.0,0.0129,0.73,0.34,0.21,0.0675,0.0641,0.0431,0.2754,0.48,0.26,0.3,0.3,0.1471,0.7273,0.2941,0.2941,0.1321,0.2459,0.882,0.5178,0.4024,0.7979,0.75,0.409,0.8429,0.16699999999999998,0.214,0.4499,0.7598,0.5258,0.0137
816,817,2015,England,Hospital,543.0,88,0.1621,0.9545,0.875,0.0575,0.6437,0.2989,0.0114,0.3409,0.4318,0.2045,0.0114,0.018500000000000003,0.41,0.2,0.33,0.0668,0.0635,0.045,0.2949,0.5517,0.3793,0.3103,0.2931,0.0814,0.4286,0.0941,0.0941,0.1081,0.1875,0.9229999999999999,0.7020000000000001,0.5017,0.777,0.857,0.402,0.7826,0.03,0.134,0.5537,0.8270000000000001,0.6916,0.0455
817,818,2015,England,Hospital,421.0,80,0.19,0.9875,0.8205,0.038,0.7215,0.2405,0.0513,0.2436,0.4103,0.2821,0.0128,0.022799999999999997,0.35,0.0313,0.58,0.0641,0.057999999999999996,0.0424,0.35,0.4694,0.3878,0.102,0.2449,0.1,0.8571,0.1818,0.1818,0.1455,0.1806,0.938,0.659,0.6884,0.8767,1.0,0.248,0.7825,0.125,0.107,0.597,0.9699,0.7362,0.0125
818,819,2015,England,Hospital,418.0,50,0.1196,0.94,0.92,0.0851,0.7234,0.1915,0.1702,0.2979,0.4043,0.1277,0.0,0.88,0.28,0.1,0.0,0.061399999999999996,0.0647,0.044800000000000006,0.1957,0.3333,0.2593,0.2593,0.2963,0.1304,0.5,0.1667,0.2381,0.1538,0.0909,0.826,0.5893,0.389,0.7809,0.915,0.429,0.8367,0.423,0.281,0.4979,0.7948,0.5833,0.0
819,820,2015,England,Hospital,229.0,42,0.1834,0.9524,0.8333,0.0238,0.7619,0.2143,0.11900000000000001,0.2619,0.4048,0.2143,0.0,0.0131,0.48,0.31,0.69,0.0677,0.0571,0.042,0.25,0.4194,0.2903,0.1613,0.2258,0.025,0.0,0.0,0.05,0.0385,0.1471,0.794,0.7252,0.5041,0.6383,0.75,0.441,0.8337,0.16,0.115,0.5539,0.6588,0.3766,0.0
820,821,2015,England,Hospital,313.0,45,0.1438,0.9333,0.9556,0.0889,0.7556,0.1556,0.0227,0.3182,0.5,0.1364,0.0227,0.0151,0.98,0.0,0.18,0.0673,0.06570000000000001,0.0444,0.4651,0.2647,0.1765,0.1176,0.1176,0.0227,0.0,0.0244,0.0488,0.0333,0.1163,0.772,0.6529,0.4658,0.7723,0.722,0.488,0.8923,0.182,0.095,0.6494,1.0,0.5553,0.0222
821,822,2015,England,Hospital,443.0,67,0.1512,0.8955,0.9848,0.0308,0.8462,0.1231,0.1094,0.2656,0.4531,0.1719,0.0,0.88,0.02,0.0,0.0,0.0687,0.0665,0.045599999999999995,0.2121,0.6471,0.2745,0.5098,0.3333,0.0308,0.0,0.1429,0.1786,0.1818,0.2807,0.626,0.3449,0.3679,0.8693,0.7,0.33299999999999996,0.7026,0.085,0.336,0.4294,0.7876,0.633,0.0
822,823,2015,England,Hospital,880.0,146,0.1659,0.9863,0.8828,0.0851,0.7801,0.1348,0.1397,0.3603,0.2721,0.2206,0.0074,0.0121,0.45,0.24,0.12,0.0684,0.0674,0.042800000000000005,0.4406,0.3832,0.215,0.2991,0.2897,0.0357,0.4,0.2714,0.3357,0.0687,0.1912,0.87,0.6616,0.6484,0.937,1.0,0.455,0.9185,0.4,0.25,0.5971,0.9439,0.8246,0.1096
823,824,2015,England,Hospital,1109.0,217,0.1957,0.7281,0.7674,0.0741,0.7546,0.1713,0.0711,0.3507,0.4265,0.128,0.0237,0.0178,0.39,0.43,0.11,0.06860000000000001,0.0674,0.038599999999999995,0.33799999999999997,0.25,0.0833,0.1944,0.1722,0.0654,0.4667,0.1748,0.19899999999999998,0.1165,0.2559,0.75,0.6727,0.5838,0.8441,1.0,0.369,0.8991,0.3,0.27899999999999997,0.7283,0.855,0.7003,0.0833
824,825,2015,England,Hospital,426.0,60,0.1408,0.9833,0.9661,0.1017,0.8814,0.0169,0.0678,0.3729,0.2712,0.2881,0.0,0.0187,0.0113,0.13,0.93,0.0675,0.0635,0.047,0.1404,0.4324,0.3243,0.2432,0.2973,0.1186,0.1429,0.7241,0.7414,0.102,0.1754,0.8,0.7047,0.6513,0.6224,0.86,0.354,0.8139,0.102,0.222,0.7417,0.7412,0.5604,0.0
825,826,2015,England,Hospital,388.0,68,0.1753,0.7647,0.9853,0.1029,0.7059,0.1912,0.0469,0.2813,0.4219,0.25,0.0,0.96,0.41,0.47,0.24,0.0679,0.067,0.0506,0.303,0.2,0.1333,0.0889,0.1111,0.0656,1.0,0.2679,0.3214,0.0678,0.2131,0.7140000000000001,0.6016,0.376,0.6935,0.75,0.495,0.7959999999999999,0.16699999999999998,0.275,0.6592,0.9642,0.519,0.0
826,827,2015,England,Hospital,385.0,74,0.1922,1.0,0.9041,0.0959,0.7671,0.13699999999999998,0.0714,0.3571,0.3429,0.2,0.0286,0.018500000000000003,0.0103,0.41,0.0103,0.0687,0.0654,0.051399999999999994,0.5211,0.1915,0.1702,0.0638,0.0851,0.0959,0.25,0.1096,0.2055,0.0909,0.19699999999999998,1.0,0.6473,0.5018,1.0,1.0,0.5429999999999999,0.9139,0.252,0.077,0.5643,0.9139,0.6513,0.0411
827,828,2015,England,Hospital,273.0,55,0.2015,1.0,0.9091,0.037000000000000005,0.8519,0.1111,0.0926,0.3333,0.3889,0.1852,0.0,0.0123,0.73,0.0,0.18,0.06849999999999999,0.066,0.0437,0.4,0.2632,0.1579,0.1842,0.2368,0.0727,0.2,0.2364,0.2909,0.1,0.1698,0.883,0.7647,0.6118,0.9266,0.8290000000000001,0.483,0.9532,0.2,0.375,0.7037,1.0,0.9036,0.0
828,829,2015,England,Hospital,900.0,36,0.04,0.7778,0.8611,0.1471,0.5882,0.2647,0.0571,0.4857,0.3714,0.0857,0.0,0.0364,0.024399999999999998,0.33,0.81,0.07,0.0621,0.0446,0.4571,0.3667,0.2,0.1667,0.1,0.2414,0.5714,0.3333,0.4074,0.1765,0.24,0.8,0.6869,0.6493,0.8595,0.941,0.542,0.7929999999999999,0.385,0.355,0.509,0.9129,0.7516,0.0857
829,830,2015,England,Hospital,333.0,68,0.2042,0.9706,0.8971,0.1029,0.7794,0.1176,0.0448,0.2687,0.4478,0.2388,0.0,0.021,0.016,0.38,0.23,0.0696,0.066,0.044199999999999996,0.4627,0.5319,0.3191,0.2766,0.3404,0.1618,0.2727,0.0735,0.0735,0.1034,0.2712,0.7,0.7056,0.7654,0.8163,0.33299999999999996,0.524,0.8549,0.41700000000000004,0.24,0.4942,0.7878,0.7456,0.0147
830,831,2015,England,Hospital,833.0,99,0.1188,0.8889,0.8878,0.0808,0.6364,0.2828,0.1053,0.2842,0.3474,0.2526,0.0105,0.016399999999999998,0.32,0.56,0.0,0.06509999999999999,0.0599,0.0333,0.2917,0.375,0.2778,0.1667,0.25,0.0918,0.3333,0.1667,0.1875,0.1515,0.1818,0.81,0.6832,0.6504,0.7106,0.583,0.33299999999999996,0.8432,0.184,0.154,0.726,0.8407,0.6294,0.0
831,832,2015,England,Hospital,355.0,58,0.1634,0.9309999999999999,0.9483,0.1053,0.7895,0.1053,0.0877,0.2982,0.4912,0.1228,0.0,0.0253,0.6,0.0126,0.9,0.067,0.0621,0.0401,0.2759,0.5349,0.4651,0.2093,0.3256,0.0702,1.0,0.1579,0.1754,0.1389,0.2558,0.833,0.62,0.5821,0.9179,0.941,0.33299999999999996,0.9283,0.342,0.061,0.5111,0.8361,0.6723,0.0
832,833,2015,England,Hospital,502.0,75,0.1494,0.84,0.9067,0.1081,0.7838,0.1081,0.0533,0.32,0.4933,0.12,0.0133,0.0147,0.96,0.17,0.0105,0.0683,0.06709999999999999,0.054299999999999994,0.3425,0.2069,0.1379,0.1207,0.0862,0.1333,1.0,0.4286,0.4444,0.0794,0.2154,1.0,0.8524,0.7193,0.8852,0.705,0.735,0.8176,0.22899999999999998,0.222,0.7636,0.9438,0.7775,0.0267
833,834,2015,England,Hospital,655.0,41,0.0626,0.878,1.0,0.2,0.625,0.175,0.0789,0.2105,0.6316,0.0789,0.0,0.0384,0.0298,0.0171,0.035,0.0659,0.0644,0.0394,0.5789,0.1333,0.0667,0.1,0.0667,0.1,0.75,0.1026,0.1026,0.1481,0.2,0.963,0.4321,0.2661,1.0,0.7959999999999999,0.40700000000000003,1.0,0.25,0.231,0.5082,0.9007,0.741,0.0
834,835,2015,England,Hospital,489.0,77,0.1575,0.9091,0.8243,0.0789,0.6974,0.2237,0.0533,0.2533,0.3733,0.32,0.0,0.0182,0.99,0.53,0.0137,0.0662,0.0655,0.0475,0.2297,0.2826,0.1304,0.2174,0.1957,0.0946,0.7143,0.0946,0.1216,0.1837,0.2623,0.9159999999999999,0.9131,0.6438,0.784,0.805,0.313,0.8328,0.335,0.294,0.5911,0.8337,0.7534,0.0
835,836,2015,England,Hospital,513.0,62,0.1209,0.9677,0.9016,0.0656,0.9016,0.0328,0.0333,0.3167,0.45,0.2,0.0,0.0288,0.011000000000000001,0.0,0.011200000000000002,0.068,0.0658,0.047400000000000005,0.3729,0.2917,0.1667,0.1458,0.2292,0.0678,0.75,0.1167,0.1167,0.1111,0.1321,0.772,0.5482,0.4976,0.838,0.8420000000000001,0.22699999999999998,0.8332,0.125,0.157,0.4821,0.8471,0.5586,0.0
836,837,2015,England,Hospital,463.0,76,0.1641,0.9737,0.8514,0.0667,0.7067,0.2267,0.0526,0.25,0.5658,0.0921,0.0395,0.87,0.39,0.2,0.64,0.0678,0.06709999999999999,0.0352,0.2877,0.8125,0.7292,0.4375,0.3333,0.0658,0.2,0.1739,0.1739,0.0952,0.1351,0.8370000000000001,0.8228,0.7143,0.8486,0.95,0.483,0.9693,0.375,0.115,0.3728,0.8906,0.7524,0.0132
837,838,2015,England,Hospital,825.0,141,0.1709,0.9078,0.9071,0.0929,0.7286,0.1786,0.0511,0.2336,0.4234,0.2774,0.0146,0.0149,0.64,0.8,0.55,0.0692,0.0684,0.050499999999999996,0.3139,0.2708,0.0833,0.1979,0.1042,0.1206,0.8235,0.3857,0.5,0.0444,0.1571,0.889,0.7587,0.6133,0.81,0.902,0.6,0.9104,0.244,0.069,0.6113,0.8038,0.583,0.0284
838,839,2015,England,Hospital,744.0,133,0.1788,0.9248,0.8168,0.0606,0.7955,0.1439,0.0556,0.2063,0.381,0.3492,0.0079,0.0139,0.24,0.0111,0.41,0.0687,0.0664,0.0499,0.2366,0.4521,0.3014,0.2329,0.3014,0.0763,0.5833,0.9474,0.9549,0.0,0.11199999999999999,0.9159999999999999,0.7695,0.7673,0.904,1.0,0.5379999999999999,0.8872,0.263,0.0,0.6412,0.8188,0.7011,0.0301
839,840,2015,England,Hospital,495.0,103,0.2081,0.6214,0.7624,0.17,0.6,0.23,0.0918,0.3163,0.4184,0.1531,0.0204,0.74,0.05,0.33,0.96,0.0689,0.0636,0.0444,0.3043,0.4865,0.2432,0.3514,0.3378,0.1667,0.5714,0.4,0.4235,0.0649,0.2737,0.775,0.6309,0.4046,0.7356,0.667,0.165,0.7312,0.35700000000000004,0.3,0.251,0.8664,0.4926,0.1386
840,841,2015,England,Hospital,348.0,64,0.1839,0.9844,0.9375,0.0938,0.7656,0.1406,0.0968,0.2581,0.3548,0.2742,0.0161,0.63,0.81,0.31,0.31,0.0661,0.0644,0.034300000000000004,1.0,0.1136,0.0455,0.0909,0.0227,0.1639,0.9,0.6724,0.6724,0.1207,0.1639,0.778,0.4169,0.5037,0.5881,0.6759999999999999,0.165,0.6487,0.33299999999999996,0.303,0.4813,0.7516,0.6279,0.0159
841,842,2015,England,Hospital,371.0,67,0.1806,0.9552,0.8955,0.0299,0.6866,0.2836,0.0308,0.2308,0.4769,0.2462,0.0154,0.99,0.6,0.39,0.45,0.0684,0.0673,0.050499999999999996,0.8029999999999999,0.2667,0.1333,0.1778,0.1556,0.0448,0.3333,0.0299,0.0746,0.0159,0.1212,0.885,0.7009,0.7217,0.9686,0.669,0.588,0.8963,0.4,0.205,0.6153,0.9487,0.7873,0.0448
842,843,2015,England,Site,808.0,125,0.1547,0.8959999999999999,0.7034,0.1207,0.7414,0.1379,0.0783,0.2957,0.4174,0.1565,0.0522,0.0134,0.96,0.85,0.36,0.0662,0.0581,0.0412,0.2743,0.4125,0.1875,0.2875,0.275,0.1795,0.5217,0.3274,0.3805,0.1064,0.2212,0.818,0.5829,0.5155,0.8035,0.7390000000000001,0.479,0.8458,0.11800000000000001,0.133,0.6994,0.9407,0.7286,0.1167
843,844,2015,England,Hospital,480.0,125,0.2604,0.4,0.784,0.1475,0.5164,0.3361,0.0427,0.3504,0.4103,0.1538,0.0427,0.0269,0.62,0.8,0.64,0.067,0.0663,0.0496,0.8640000000000001,0.2913,0.1262,0.1942,0.165,0.1789,0.9048,0.375,0.8,0.1034,0.187,0.636,0.5146,0.3663,0.8719,0.5329999999999999,0.541,0.9019,0.263,0.303,0.5892,0.8736,0.5735,0.17600000000000002
844,845,2015,England,Hospital,521.0,75,0.14400000000000002,0.8267,0.8889,0.1268,0.493,0.3803,0.0141,0.2817,0.493,0.1972,0.0141,0.0113,0.0,0.33,0.44,0.0678,0.063,0.0487,0.3871,0.28,0.16,0.22,0.16,0.1408,0.8,0.5352,0.5775,0.1,0.2609,0.889,0.4338,0.4164,0.7919,0.941,0.273,0.804,0.035,0.257,0.5478,0.8099,0.6402,0.0
845,846,2015,England,Hospital,591.0,87,0.1472,0.8621,0.9176,0.0476,0.4881,0.4643,0.0854,0.2317,0.4756,0.1463,0.061,0.0161,0.37,0.07,0.21,0.058899999999999994,0.0533,0.0375,0.2338,0.5397,0.4286,0.3016,0.3016,0.069,0.0,0.0349,0.0465,0.0339,0.1304,0.871,0.593,0.4094,0.6936,0.607,0.442,0.7364,0.278,0.275,0.5449,0.74,0.5291,0.0581
846,847,2015,England,Hospital,357.0,28,0.0784,0.9286,0.963,0.1429,0.75,0.1071,0.1852,0.3333,0.2963,0.1481,0.037000000000000005,0.0311,0.0146,0.0,0.011399999999999999,0.06509999999999999,0.0593,0.038599999999999995,0.6667,0.7222,0.4444,0.4444,0.6111,0.0357,0.5,0.0741,0.1852,0.4,0.3333,0.914,0.665,0.5799,0.9551,0.758,0.5,0.9248,0.245,0.43799999999999994,0.4781,1.0,0.6984,0.2857
847,848,2015,England,Hospital,430.0,56,0.1302,0.9107,0.7857,0.0364,0.6182,0.3455,0.0556,0.1852,0.4815,0.2037,0.0741,0.86,0.93,0.14,0.36,0.0682,0.0667,0.042,0.4,0.3514,0.2432,0.2703,0.2162,0.0727,0.4,0.1455,0.1818,0.1333,0.1765,0.92,0.6216,0.6536,0.8186,0.867,0.545,0.7612,0.1,0.11699999999999999,0.6639,0.8853,0.7172,0.0
848,849,2015,England,Hospital,503.0,92,0.1829,0.9348,0.8370000000000001,0.163,0.6739,0.163,0.0667,0.4111,0.3111,0.1889,0.0222,0.0323,0.55,0.28,0.26,0.0683,0.0659,0.04019999999999999,0.5114,0.3867,0.2267,0.2,0.2667,0.2308,0.0455,0.2667,0.2778,0.0805,0.2184,0.7140000000000001,0.6147,0.3379,0.978,0.615,0.542,0.9458,0.33299999999999996,0.14800000000000002,0.5041,0.9129999999999999,0.5489999999999999,0.1522
849,850,2015,England,Hospital,593.0,99,0.1669,0.9596,0.9592,0.0825,0.7526,0.1649,0.043,0.2688,0.5269,0.1613,0.0,0.0131,0.0113,0.25,0.09,0.0672,0.06269999999999999,0.0401,0.4382,0.6029,0.4853,0.2794,0.25,0.0625,0.25,0.2165,0.2474,0.125,0.1429,0.667,0.6791,0.5876,0.821,0.754,0.52,0.6752,0.344,0.273,0.5179,0.9082,0.5213,0.0
850,851,2015,England,Hospital,636.0,115,0.1808,0.9565,0.8435,0.1504,0.7345,0.115,0.1835,0.3303,0.3119,0.156,0.0183,0.022799999999999997,0.0139,0.5,0.5,0.06860000000000001,0.0674,0.0527,0.4455,0.1724,0.0345,0.1379,0.1264,0.1304,0.9375,0.8772,0.8772,0.1481,0.1875,0.875,0.7121,0.6688,0.8752,0.915,0.33299999999999996,0.9192,0.0,0.171,0.7453,0.9085,0.8178,0.0696
851,852,2015,England,Hospital,661.0,81,0.1225,0.8889,0.7564,0.05,0.6875,0.2625,0.1299,0.2857,0.4545,0.0909,0.039,0.023,0.49,0.74,0.010700000000000001,0.0667,0.060599999999999994,0.0388,0.6301,0.2794,0.1471,0.1618,0.1618,0.1026,0.4286,0.4231,0.4872,0.0882,0.1471,0.813,0.8067,0.4119,0.9563,0.894,0.25,0.8733,0.177,0.158,0.5716,0.9684,0.7353,0.0633
852,853,2015,England,Hospital,385.0,52,0.1351,1.0,0.8077,0.1923,0.5192,0.2885,0.0577,0.5,0.1538,0.2885,0.0,0.0279,0.0131,0.72,0.37,0.07,0.07,0.07,1.0,0.4444,0.4444,0.0,0.3056,0.2308,1.0,0.9423,0.9423,0.0392,0.1373,0.889,0.6559999999999999,0.6523,0.8881,0.935,0.635,0.7443,0.121,0.0,0.5089,0.7272,0.5866,0.0192
853,854,2015,England,Hospital,282.0,49,0.1738,0.5102,0.9388,0.0,0.8367,0.1633,0.0204,0.2449,0.551,0.1837,0.0,0.0215,0.61,0.8,0.49,0.0642,0.0635,0.048499999999999995,0.2041,0.4722,0.2222,0.3056,0.1667,0.0204,0.5,0.5306,0.7143,0.05,0.1818,0.72,0.3935,0.3659,0.945,0.609,0.521,1.0,0.095,0.10099999999999999,0.7602,0.847,0.7046,0.0204
854,855,2015,England,Hospital,383.0,48,0.1253,0.9792,0.9167,0.0625,0.875,0.0625,0.0208,0.2708,0.4167,0.2708,0.0208,0.0313,0.88,0.013500000000000002,0.42,0.0698,0.0666,0.0541,0.5106,0.4583,0.2083,0.3333,0.1667,0.125,0.1667,0.2708,0.3542,0.0667,0.2353,0.846,0.6505,0.5489,0.7875,1.0,0.434,0.8005,0.235,0.231,0.7119,0.7508,0.5057,0.0
855,856,2015,England,Hospital,301.0,49,0.1628,0.9388,0.9167,0.0816,0.7143,0.2041,0.125,0.25,0.3958,0.2292,0.0,0.0209,0.41,0.77,0.0143,0.0682,0.0673,0.0472,0.2917,0.3333,0.1944,0.2222,0.25,0.1224,0.5,0.1837,0.2245,0.1667,0.1875,0.8170000000000001,0.7851,0.5411,0.7896,1.0,0.387,0.8231,0.182,0.25,0.6923,0.8855,0.3707,0.0
856,857,2015,England,Site,330.0,41,0.1242,0.9512,0.7561,0.0,0.8049,0.1951,0.0732,0.122,0.561,0.2195,0.0244,0.0137,0.59,0.2,0.29,0.0674,0.065,0.054299999999999994,0.1111,0.2083,0.0833,0.125,0.0,0.0,0.25,0.2162,0.3784,0.0313,0.2121,0.8,0.5554,0.3052,0.7961,0.8909999999999999,0.6829999999999999,0.8889,0.07,0.264,0.5768,1.0,0.9616,0.0
857,858,2015,England,Hospital,349.0,49,0.1404,0.9796,0.8776,0.0408,0.9184,0.0408,0.0417,0.2917,0.3542,0.2917,0.0208,0.0264,0.0115,0.86,0.012199999999999999,0.068,0.0662,0.0433,0.4318,0.4643,0.2857,0.2857,0.25,0.0222,0.0,0.0889,0.1111,0.1818,0.25,0.778,0.6111,0.5920000000000001,0.9422,0.77,0.465,0.7729,0.0,0.133,0.5592,0.8251,0.7129,0.0
858,859,2015,England,Hospital,1092.0,158,0.1447,0.9367,0.7595,0.0886,0.7405,0.1709,0.039,0.2857,0.4416,0.1558,0.0779,0.8,0.17,0.27,0.03,0.0682,0.0666,0.0556,0.3987,0.3917,0.2167,0.225,0.2333,0.1076,0.8824,0.6494,0.6688,0.0703,0.2252,0.778,0.5876,0.5338,0.7649,1.0,0.41200000000000003,0.8428,0.25,0.24,0.6483,0.802,0.6642,0.019
859,860,2015,England,Hospital,487.0,87,0.1786,0.9195,0.907,0.0976,0.7683,0.1341,0.0732,0.3293,0.3659,0.2195,0.0122,0.63,0.21,0.09,0.0,0.0664,0.0654,0.0461,0.3125,0.3115,0.1639,0.1803,0.1967,0.0843,0.625,0.1325,0.1566,0.1136,0.0952,0.778,0.6874,0.6897,0.8628,0.826,0.627,0.8622,0.0,0.251,0.6279,1.0,0.8598,0.0235
860,861,2015,England,Site,400.0,54,0.135,0.9815,0.8704,0.037000000000000005,0.6481,0.3148,0.0208,0.4167,0.4375,0.125,0.0,0.0138,0.0,0.0139,0.14,0.0632,0.0554,0.044199999999999996,0.3962,0.3684,0.2105,0.2105,0.2895,0.0377,0.0,0.1321,0.1698,0.0417,0.1429,0.815,0.5605,0.4908,0.8623,0.905,0.273,0.8464,0.23,0.217,0.505,0.8182,0.5945,0.0
