,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy
0,0,2011,England,Hospital,422.0,60,0.142,0.9309999999999999,0.831,0.083,0.65,0.267,0.083,0.217,0.33299999999999996,0.33299999999999996,0.033,0.011000000000000001,0.17,0.07,0.05,0.069,0.067,0.0478,0.41700000000000004,0.23600000000000002,0.109,0.145,0.145,0.069,0.5,0.155,0.319,0.05,0.233,0.815,0.708,0.565,0.625,0.857,0.39299999999999996,0.7040000000000001,0.185,0.14800000000000002,0.7390000000000001,0.7929999999999999,0.6920000000000001,0.017
1,1,2011,England,Hospital,242.0,43,0.17800000000000002,1.0,0.9520000000000001,0.047,0.628,0.326,0.09300000000000001,0.302,0.419,0.18600000000000003,0.0,0.51,0.09,0.49,0.02,0.0682,0.0664,0.0388,0.22,0.33299999999999996,0.154,0.205,0.231,0.0,0.667,0.33299999999999996,0.391,0.11599999999999999,0.209,0.875,0.813,0.647,0.545,0.9,0.444,0.8420000000000001,0.188,0.5,0.688,0.8240000000000001,0.625,0.0
2,2,2011,England,Hospital,350.0,40,0.114,1.0,0.95,0.079,0.737,0.184,0.075,0.325,0.425,0.175,0.0,0.0103,0.48,0.05,0.13,0.0661,0.0659,0.0383,0.275,0.359,0.179,0.231,0.128,0.086,0.33299999999999996,0.135,0.455,0.05,0.25,0.958,0.8640000000000001,0.789,0.667,0.8420000000000001,0.72,0.92,0.391,0.261,0.6,0.88,0.762,0.025
3,3,2011,England,Hospital,524.0,98,0.187,0.7040000000000001,0.792,0.094,0.45799999999999996,0.44799999999999995,0.07200000000000001,0.33,0.433,0.155,0.01,0.2,0.03,0.05,0.09,0.0682,0.059000000000000004,0.0359,0.23199999999999998,0.325,0.22899999999999998,0.18100000000000002,0.18100000000000002,0.122,0.28600000000000003,0.11800000000000001,0.33299999999999996,0.040999999999999995,0.235,0.92,0.7290000000000001,0.638,0.419,0.735,0.46,0.9,0.271,0.22899999999999998,0.667,0.857,0.7140000000000001,0.062
4,4,2011,England,Hospital,616.0,82,0.133,0.988,0.875,0.099,0.63,0.272,0.1,0.363,0.35,0.188,0.0,0.84,0.06,0.01,0.04,0.0694,0.0676,0.0406,0.299,0.34700000000000003,0.16,0.253,0.147,0.078,0.667,0.16899999999999998,0.172,0.085,0.244,0.867,0.8,0.821,0.556,0.9440000000000001,0.483,0.833,0.19399999999999998,0.129,0.679,0.938,0.767,0.0
5,5,2011,England,Hospital,337.0,72,0.214,0.7759999999999999,0.873,0.139,0.653,0.20800000000000002,0.069,0.40299999999999997,0.375,0.153,0.0,0.42,0.22,0.06,0.19,0.0676,0.0559,0.0363,0.441,0.525,0.40700000000000003,0.203,0.271,0.138,1.0,0.294,0.138,0.125,0.389,0.81,0.684,0.737,0.611,0.8,0.542,0.875,0.4,0.15,0.857,0.909,0.5710000000000001,0.0
6,6,2011,England,Hospital,343.0,36,0.105,0.882,0.8,0.222,0.528,0.25,0.147,0.353,0.265,0.235,0.0,0.36,0.22,0.0,0.11,0.060599999999999994,0.059699999999999996,0.0321,0.37,0.273,0.152,0.182,0.152,0.115,0.667,0.259,0.35,0.139,0.19399999999999998,0.778,0.882,0.667,0.5710000000000001,0.857,0.47600000000000003,0.81,0.529,0.235,0.778,0.778,0.778,0.0
7,7,2011,England,Hospital,462.0,70,0.152,0.986,0.87,0.114,0.629,0.257,0.043,0.314,0.47100000000000003,0.157,0.013999999999999999,0.41,0.21,0.11,0.07,0.0687,0.0643,0.0394,0.297,0.254,0.19399999999999998,0.10400000000000001,0.075,0.111,0.857,0.435,0.26899999999999996,0.114,0.214,0.84,0.875,0.75,0.529,1.0,0.593,0.889,0.154,0.26899999999999996,0.818,0.9620000000000001,0.64,0.015
8,8,2011,England,Hospital,303.0,37,0.122,1.0,0.973,0.081,0.703,0.21600000000000003,0.0,0.486,0.34299999999999997,0.14300000000000002,0.028999999999999998,0.49,0.16,0.25,0.02,0.0694,0.066,0.0353,0.4,0.273,0.182,0.121,0.152,0.114,1.0,0.297,0.196,0.135,0.324,0.889,0.722,0.667,0.667,0.778,0.33299999999999996,0.7,0.158,0.42100000000000004,0.765,0.9,0.684,0.054000000000000006
9,9,2011,England,Hospital,371.0,74,0.19899999999999998,0.861,0.905,0.068,0.77,0.162,0.054000000000000006,0.37799999999999995,0.405,0.162,0.0,0.78,0.3,0.18,0.03,0.0689,0.0636,0.0348,0.37799999999999995,0.33799999999999997,0.162,0.25,0.162,0.077,0.6,0.27899999999999997,0.115,0.135,0.257,0.92,0.7859999999999999,0.738,0.5429999999999999,0.857,0.41700000000000004,0.8370000000000001,0.36,0.36,0.63,0.863,0.58,0.0
10,10,2011,England,Site,677.0,95,0.14,0.9890000000000001,0.853,0.084,0.579,0.337,0.053,0.309,0.36200000000000004,0.266,0.011000000000000001,0.53,0.05,0.12,0.05,0.0647,0.0608,0.0432,0.154,0.35100000000000003,0.284,0.21600000000000003,0.23,0.08,0.667,0.095,0.063,0.126,0.242,0.873,0.758,0.75,0.462,0.826,0.485,0.768,0.284,0.254,0.5479999999999999,0.722,0.5589999999999999,0.011000000000000001
11,11,2011,England,Hospital,403.0,58,0.14400000000000002,1.0,0.9470000000000001,0.158,0.772,0.07,0.08800000000000001,0.386,0.439,0.08800000000000001,0.0,0.43,0.34,0.6,0.17,0.0673,0.0635,0.0487,0.268,0.292,0.146,0.16699999999999998,0.10400000000000001,0.17,0.25,0.16699999999999998,0.23600000000000002,0.155,0.293,0.9440000000000001,0.8440000000000001,0.853,0.579,0.917,0.595,0.8109999999999999,0.22899999999999998,0.2,0.742,0.914,0.778,0.0
12,12,2011,England,Hospital,234.0,37,0.158,1.0,0.973,0.054000000000000006,0.703,0.243,0.054000000000000006,0.162,0.486,0.27,0.027000000000000003,0.0108,0.05,0.27,0.03,0.0672,0.062,0.044500000000000005,0.11800000000000001,0.235,0.20600000000000002,0.17600000000000002,0.20600000000000002,0.094,0.33299999999999996,0.273,0.35100000000000003,0.027000000000000003,0.10800000000000001,0.7859999999999999,0.9229999999999999,0.654,0.556,0.941,0.48100000000000004,0.893,0.14300000000000002,0.214,0.7829999999999999,0.778,0.519,0.0
13,13,2011,England,Hospital,292.0,63,0.21600000000000003,0.887,0.8390000000000001,0.095,0.667,0.23800000000000002,0.049,0.377,0.41,0.16399999999999998,0.0,0.59,0.19,0.22,0.17,0.0679,0.0649,0.038,0.32,0.27899999999999997,0.098,0.24600000000000002,0.131,0.151,1.0,0.231,0.255,0.079,0.19,0.9520000000000001,0.8809999999999999,0.929,0.818,0.95,0.524,0.909,0.289,0.2,0.5,0.889,0.721,0.0
14,14,2011,England,Hospital,248.0,52,0.21,0.40399999999999997,0.769,0.059000000000000004,0.6859999999999999,0.255,0.078,0.451,0.373,0.078,0.02,0.77,0.31,0.15,0.09,0.0682,0.0666,0.0447,0.41200000000000003,0.36700000000000005,0.245,0.163,0.122,0.10400000000000001,0.8,0.146,0.18899999999999997,0.17300000000000001,0.17300000000000001,0.7390000000000001,0.524,0.35,0.316,0.7140000000000001,0.52,0.76,0.174,0.304,0.429,0.583,0.542,0.019
15,15,2011,England,Hospital,489.0,86,0.17600000000000002,0.753,0.907,0.081,0.7090000000000001,0.209,0.012,0.306,0.541,0.141,0.0,0.69,0.23,0.15,0.03,0.06860000000000001,0.0583,0.0384,0.381,0.341,0.207,0.23199999999999998,0.134,0.096,0.429,0.048,0.16699999999999998,0.163,0.29100000000000004,0.875,0.8640000000000001,0.625,0.5,0.722,0.32,0.87,0.308,0.154,0.5379999999999999,0.8079999999999999,0.72,0.0
16,16,2011,England,Hospital,591.0,92,0.156,0.988,0.868,0.11,0.637,0.253,0.055,0.253,0.451,0.242,0.0,0.71,0.07,0.2,0.07,0.0672,0.061399999999999996,0.0437,0.253,0.253,0.22899999999999998,0.06,0.133,0.113,0.778,0.175,0.22399999999999998,0.054000000000000006,0.12,0.72,0.6,0.52,0.42100000000000004,0.818,0.5,0.731,0.28,0.2,0.75,0.8,0.5379999999999999,0.0
17,17,2011,England,Hospital,197.0,26,0.132,1.0,0.96,0.16,0.68,0.16,0.077,0.5,0.26899999999999996,0.154,0.0,0.69,0.19,0.23,0.0,0.06709999999999999,0.0587,0.0351,0.385,0.304,0.217,0.174,0.304,0.20800000000000002,0.75,0.462,0.7879999999999999,0.231,0.423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
18,18,2011,England,Hospital,219.0,32,0.146,0.968,0.8440000000000001,0.125,0.625,0.25,0.125,0.43799999999999994,0.188,0.25,0.0,0.0152,0.31,0.03,0.09,0.07,0.0692,0.041299999999999996,0.281,0.406,0.344,0.21899999999999997,0.375,0.031,1.0,0.156,0.278,0.156,0.25,0.833,0.7829999999999999,0.818,0.563,0.875,0.56,0.76,0.16699999999999998,0.25,0.522,0.84,0.667,0.0
19,19,2011,England,Hospital,275.0,46,0.16699999999999998,0.935,0.889,0.174,0.5870000000000001,0.239,0.13,0.261,0.391,0.217,0.0,0.7,0.26,0.94,0.03,0.0669,0.061399999999999996,0.0339,0.33299999999999996,0.314,0.2,0.2,0.2,0.146,0.667,0.205,0.8859999999999999,0.087,0.304,1.0,0.9129999999999999,0.7390000000000001,0.667,0.9329999999999999,0.609,1.0,0.192,0.192,0.7390000000000001,0.846,0.696,0.0
20,20,2011,England,Hospital,421.0,86,0.204,0.976,0.9179999999999999,0.09300000000000001,0.6859999999999999,0.221,0.105,0.267,0.47700000000000004,0.14,0.012,0.72,0.07,0.19,0.26,0.0677,0.0675,0.0435,0.523,0.225,0.188,0.075,0.08800000000000001,0.095,0.5710000000000001,0.467,0.258,0.18600000000000003,0.36,1.0,0.875,0.833,0.867,0.929,0.545,0.9570000000000001,0.16699999999999998,0.20800000000000002,0.826,0.875,0.7829999999999999,0.024
21,21,2011,England,Hospital,543.0,71,0.131,0.986,0.887,0.086,0.7,0.214,0.07200000000000001,0.275,0.46399999999999997,0.188,0.0,0.96,0.45,0.1,0.06,0.0678,0.0643,0.0366,0.314,0.465,0.39399999999999996,0.141,0.225,0.10099999999999999,0.7140000000000001,0.353,0.188,0.19699999999999998,0.29600000000000004,0.7759999999999999,0.721,0.659,0.46399999999999997,0.857,0.521,0.7959999999999999,0.34700000000000003,0.265,0.643,0.76,0.6940000000000001,0.028999999999999998
22,22,2011,England,Hospital,406.0,69,0.17,0.985,0.912,0.043,0.754,0.203,0.059000000000000004,0.309,0.309,0.309,0.015,0.45,0.07,0.04,0.03,0.067,0.056600000000000004,0.0369,0.379,0.365,0.33299999999999996,0.175,0.222,0.091,0.0,0.14,0.446,0.087,0.29,1.0,0.8240000000000001,0.857,0.75,0.6,0.47100000000000003,0.833,0.11800000000000001,0.17600000000000002,0.588,0.778,0.778,0.0
23,23,2011,England,Hospital,398.0,71,0.17800000000000002,0.723,0.9440000000000001,0.086,0.757,0.157,0.0,0.24600000000000002,0.623,0.13,0.0,0.03,0.24,0.01,0.08,0.0672,0.0669,0.0437,0.242,0.27699999999999997,0.092,0.2,0.077,0.08800000000000001,0.25,0.9,0.899,0.085,0.268,0.909,0.8,0.667,0.611,0.9,0.342,0.868,0.361,0.278,0.5589999999999999,0.917,0.6940000000000001,0.0
24,24,2011,England,Hospital,351.0,44,0.125,0.93,0.907,0.07,0.767,0.163,0.09300000000000001,0.302,0.349,0.233,0.023,0.013600000000000001,0.18,0.0,0.27,0.0698,0.058899999999999994,0.0414,0.262,0.342,0.237,0.158,0.21100000000000002,0.132,0.8,0.263,0.278,0.22699999999999998,0.25,0.615,0.5,0.33299999999999996,0.25,0.375,0.182,0.583,0.154,0.231,0.818,0.9229999999999999,0.385,0.023
25,25,2011,England,Hospital,562.0,81,0.14400000000000002,0.9620000000000001,0.873,0.10099999999999999,0.7090000000000001,0.19,0.05,0.43799999999999994,0.375,0.138,0.0,0.12,0.15,0.02,0.03,0.0696,0.069,0.0385,0.382,0.361,0.264,0.18100000000000002,0.222,0.08,0.16699999999999998,0.071,0.73,0.111,0.321,0.9520000000000001,0.895,0.778,0.33299999999999996,0.7140000000000001,0.5,0.95,0.4,0.5,0.5,0.81,0.7140000000000001,0.05
26,26,2011,England,Site,543.0,91,0.168,0.9890000000000001,0.889,0.067,0.652,0.281,0.07,0.267,0.349,0.29100000000000004,0.023,0.31,0.04,0.13,0.04,0.061399999999999996,0.0594,0.039,0.284,0.08900000000000001,0.08900000000000001,0.0,0.051,0.10800000000000001,0.28600000000000003,0.359,0.187,0.099,0.242,0.877,0.8959999999999999,0.7879999999999999,0.611,0.914,0.386,0.8640000000000001,0.121,0.207,0.653,0.845,0.7190000000000001,0.035
27,27,2011,England,Hospital,463.0,55,0.11900000000000001,0.982,0.818,0.09300000000000001,0.648,0.259,0.036000000000000004,0.16399999999999998,0.455,0.345,0.0,0.013600000000000001,0.65,0.8,0.33,0.0658,0.0654,0.0406,0.527,0.28300000000000003,0.226,0.113,0.113,0.17800000000000002,0.33299999999999996,0.222,0.42,0.073,0.255,0.909,0.909,0.818,0.625,1.0,0.409,0.762,0.273,0.136,0.7140000000000001,0.8640000000000001,0.591,0.0
28,28,2011,England,Hospital,284.0,47,0.165,0.9790000000000001,0.9109999999999999,0.064,0.723,0.213,0.043,0.298,0.34,0.319,0.0,0.0236,0.34,0.79,0.015700000000000002,0.0668,0.0638,0.042699999999999995,0.489,0.196,0.087,0.109,0.087,0.024,1.0,0.023,0.204,0.064,0.149,0.7859999999999999,0.643,0.5329999999999999,0.5710000000000001,0.583,0.462,0.8,0.33299999999999996,0.133,0.867,0.813,0.375,0.0
29,29,2011,England,Hospital,504.0,66,0.131,1.0,0.836,0.14300000000000002,0.619,0.23800000000000002,0.048,0.349,0.444,0.159,0.0,0.0111,0.36,0.11,0.16,0.0668,0.0588,0.0342,0.297,0.408,0.327,0.14300000000000002,0.245,0.154,0.5,0.053,0.345,0.061,0.106,0.895,0.889,0.889,0.929,1.0,0.737,0.9470000000000001,0.263,0.158,0.6,0.9470000000000001,0.789,0.031
30,30,2011,England,Site,1010.0,110,0.109,0.731,0.8759999999999999,0.121,0.6920000000000001,0.187,0.027999999999999997,0.402,0.45799999999999996,0.11199999999999999,0.0,0.0178,0.44,0.11,0.04,0.066,0.062400000000000004,0.042800000000000005,0.262,0.322,0.161,0.207,0.218,0.06,1.0,0.149,0.175,0.08199999999999999,0.1,0.619,0.619,0.5710000000000001,0.556,0.778,0.364,0.95,0.136,0.182,0.857,0.8640000000000001,0.545,0.01
31,31,2011,England,Hospital,441.0,61,0.138,0.9840000000000001,0.885,0.098,0.705,0.19699999999999998,0.067,0.233,0.483,0.217,0.0,0.54,0.49,0.1,0.06,0.0604,0.0567,0.033,0.136,0.24,0.14,0.12,0.08,0.10400000000000001,0.2,0.071,0.203,0.08199999999999999,0.115,1.0,0.96,0.9129999999999999,0.833,0.955,0.655,0.966,0.10300000000000001,0.069,0.708,0.828,0.759,0.0
32,32,2011,England,Hospital,498.0,76,0.153,1.0,0.882,0.11800000000000001,0.5660000000000001,0.316,0.039,0.21100000000000002,0.395,0.316,0.039,0.53,0.01,0.01,0.51,0.0643,0.0588,0.0412,0.237,0.263,0.132,0.158,0.132,0.122,0.778,0.12,0.19399999999999998,0.053,0.22399999999999998,0.898,0.8490000000000001,0.7,0.259,0.735,0.40700000000000003,0.8809999999999999,0.16899999999999998,0.22,0.68,0.763,0.649,0.013000000000000001
33,33,2011,England,Hospital,233.0,39,0.16699999999999998,0.611,0.9740000000000001,0.179,0.5379999999999999,0.282,0.053,0.316,0.5,0.132,0.0,0.88,0.51,0.21,0.04,0.0682,0.0674,0.042699999999999995,0.14300000000000002,0.303,0.152,0.182,0.121,0.071,1.0,0.40700000000000003,0.20600000000000002,0.128,0.41,0.95,0.875,0.857,0.615,0.733,0.579,1.0,0.611,0.5,0.8,0.85,0.632,0.027000000000000003
34,34,2011,England,Hospital,543.0,73,0.134,0.6709999999999999,0.8059999999999999,0.11,0.603,0.28800000000000003,0.013999999999999999,0.25,0.583,0.153,0.0,0.16,0.16,0.02,0.16,0.0668,0.0664,0.0438,0.257,0.348,0.188,0.203,0.145,0.085,0.8,0.66,0.6779999999999999,0.08199999999999999,0.205,0.7140000000000001,0.667,0.5,0.348,0.778,0.318,0.711,0.205,0.205,0.743,0.7609999999999999,0.511,0.013999999999999999
35,35,2011,England,Hospital,460.0,74,0.161,0.986,0.877,0.040999999999999995,0.5479999999999999,0.41100000000000003,0.125,0.319,0.431,0.125,0.0,0.61,0.27,0.11,0.2,0.0674,0.064,0.0432,0.386,0.31,0.19699999999999998,0.183,0.19699999999999998,0.155,0.667,0.345,0.237,0.040999999999999995,0.135,0.9129999999999999,0.8859999999999999,0.7859999999999999,0.654,0.8059999999999999,0.396,0.8540000000000001,0.2,0.222,0.7559999999999999,0.8540000000000001,0.7709999999999999,0.013999999999999999
36,36,2011,England,Hospital,375.0,62,0.165,0.983,0.903,0.081,0.565,0.355,0.033,0.25,0.517,0.2,0.0,0.32,0.23,0.24,0.35,0.0669,0.065,0.0492,0.24600000000000002,0.228,0.175,0.07,0.053,0.071,0.25,0.071,0.069,0.081,0.09699999999999999,0.9440000000000001,0.722,0.765,0.6,0.833,0.389,1.0,0.263,0.158,0.857,1.0,0.667,0.016
37,37,2011,England,Hospital,473.0,77,0.163,0.987,0.855,0.132,0.605,0.263,0.078,0.325,0.429,0.16899999999999998,0.0,0.27,0.3,0.1,0.08,0.0688,0.0652,0.045599999999999995,0.22699999999999998,0.368,0.191,0.265,0.191,0.11900000000000001,0.8,0.672,0.5,0.091,0.195,0.867,0.711,0.6890000000000001,0.529,0.828,0.5529999999999999,0.88,0.342,0.447,0.737,0.96,0.75,0.0
38,38,2011,England,Hospital,397.0,72,0.18100000000000002,1.0,0.887,0.113,0.746,0.141,0.028999999999999998,0.456,0.265,0.25,0.0,0.72,0.15,0.03,0.03,0.068,0.061900000000000004,0.0313,0.371,0.271,0.017,0.254,0.18600000000000003,0.11900000000000001,0.429,0.11900000000000001,0.306,0.055999999999999994,0.139,0.794,0.7879999999999999,0.853,0.517,0.893,0.425,0.927,0.33299999999999996,0.128,0.722,0.875,0.725,0.013999999999999999
39,39,2011,England,Hospital,815.0,113,0.139,0.982,0.736,0.09300000000000001,0.574,0.33299999999999996,0.155,0.364,0.273,0.136,0.073,0.27,0.23,0.12,0.04,0.0674,0.060899999999999996,0.0355,0.215,0.371,0.247,0.225,0.337,0.184,0.35700000000000004,0.233,0.368,0.08,0.177,1.0,1.0,0.667,1.0,1.0,0.667,1.0,0.25,0.25,1.0,1.0,1.0,0.068
40,40,2011,England,Hospital,547.0,75,0.13699999999999998,0.986,0.726,0.09300000000000001,0.68,0.22699999999999998,0.125,0.306,0.375,0.18100000000000002,0.013999999999999999,0.85,0.16,0.1,0.06,0.0662,0.0635,0.0364,0.253,0.507,0.435,0.159,0.217,0.09,0.5,0.11900000000000001,0.305,0.107,0.22699999999999998,0.9520000000000001,0.872,0.833,0.818,0.9620000000000001,0.6829999999999999,0.902,0.28600000000000003,0.31,0.711,0.927,0.769,0.081
41,41,2011,England,Hospital,951.0,121,0.127,0.9309999999999999,0.7120000000000001,0.042,0.65,0.308,0.059000000000000004,0.26899999999999996,0.45399999999999996,0.17600000000000002,0.042,0.32,0.04,0.22,0.05,0.0661,0.0635,0.038900000000000004,0.175,0.423,0.27899999999999997,0.26,0.26,0.073,0.875,0.083,0.22699999999999998,0.025,0.215,0.815,0.623,0.6890000000000001,0.431,0.706,0.431,0.877,0.185,0.231,0.579,0.797,0.603,0.0
42,42,2011,England,Site,1472.0,253,0.172,0.924,0.774,0.075,0.611,0.313,0.06,0.321,0.35700000000000004,0.242,0.02,0.0104,0.43,0.08,0.54,0.0649,0.062400000000000004,0.0414,0.374,0.32899999999999996,0.196,0.205,0.183,0.08800000000000001,0.8240000000000001,0.109,0.243,0.083,0.18600000000000003,0.86,0.802,0.691,0.629,0.8390000000000001,0.486,0.856,0.24600000000000002,0.261,0.677,0.8490000000000001,0.7070000000000001,0.049
43,43,2011,England,Hospital,710.0,112,0.158,0.972,0.813,0.098,0.67,0.23199999999999998,0.125,0.384,0.348,0.134,0.009000000000000001,0.55,0.32,0.0,0.07,0.0647,0.0608,0.0336,0.39399999999999996,0.35,0.17,0.24,0.2,0.10400000000000001,1.0,0.21600000000000003,0.267,0.063,0.196,0.795,0.667,0.5479999999999999,0.462,0.8640000000000001,0.35600000000000004,0.8909999999999999,0.22699999999999998,0.43200000000000005,0.738,0.978,0.6890000000000001,0.1
44,44,2011,England,Hospital,258.0,42,0.163,1.0,0.902,0.15,0.625,0.225,0.111,0.5,0.306,0.083,0.0,0.85,0.05,0.17,0.06,0.065,0.061900000000000004,0.0406,0.325,0.33299999999999996,0.233,0.16699999999999998,0.233,0.111,1.0,0.39299999999999996,0.879,0.14300000000000002,0.28600000000000003,0.722,0.8420000000000001,0.667,0.615,0.8240000000000001,0.429,0.857,0.45,0.5,0.647,0.85,0.727,0.0
45,45,2011,England,Hospital,505.0,66,0.131,0.922,0.785,0.076,0.8029999999999999,0.121,0.111,0.349,0.46,0.079,0.0,0.014199999999999999,0.12,0.02,0.35,0.0678,0.057300000000000004,0.0412,0.6459999999999999,0.3,0.1,0.217,0.15,0.052000000000000005,0.33299999999999996,0.034,0.136,0.106,0.303,0.9,0.784,0.816,0.5329999999999999,0.9,0.512,0.875,0.368,0.342,0.778,0.925,0.675,0.047
46,46,2011,England,Hospital,438.0,99,0.226,0.74,0.7809999999999999,0.121,0.606,0.273,0.053,0.45299999999999996,0.34700000000000003,0.13699999999999998,0.011000000000000001,0.7,0.1,0.1,0.18,0.06509999999999999,0.0632,0.0405,0.22899999999999998,0.272,0.136,0.21,0.14800000000000002,0.105,0.5,0.131,0.28600000000000003,0.051,0.182,0.7190000000000001,0.685,0.569,0.595,0.782,0.484,0.853,0.23399999999999999,0.21899999999999997,0.552,0.879,0.825,0.011000000000000001
47,47,2011,England,Hospital,352.0,65,0.185,0.7190000000000001,0.8590000000000001,0.092,0.769,0.138,0.032,0.5870000000000001,0.222,0.095,0.063,0.011200000000000002,0.37,0.29,0.25,0.0682,0.0602,0.0347,0.292,0.3,0.11699999999999999,0.217,0.11699999999999999,0.07,0.25,0.07,0.24,0.062,0.138,0.9,1.0,0.556,0.667,0.857,0.556,0.889,0.375,0.0,0.556,0.9,0.5,0.015
48,48,2011,England,Site,294.0,31,0.105,0.5670000000000001,0.833,0.067,0.733,0.2,0.161,0.258,0.516,0.065,0.0,0.65,0.32,0.0,0.14,0.0674,0.0644,0.042800000000000005,0.067,0.276,0.24100000000000002,0.034,0.207,0.154,1.0,0.115,0.32,0.065,0.161,0.9129999999999999,0.81,0.667,0.615,0.9229999999999999,0.409,0.826,0.182,0.409,0.5,0.9570000000000001,0.826,0.032
49,49,2011,England,Hospital,185.0,29,0.157,1.0,0.862,0.138,0.621,0.24100000000000002,0.14300000000000002,0.39299999999999996,0.25,0.214,0.0,0.0191,0.55,0.42,0.14,0.0688,0.0658,0.042199999999999994,0.31,0.345,0.207,0.172,0.24100000000000002,0.071,0.0,0.077,0.11900000000000001,0.069,0.207,0.95,0.722,0.75,0.7859999999999999,0.9,0.7140000000000001,0.905,0.16699999999999998,0.16699999999999998,0.706,1.0,0.8420000000000001,0.0
50,50,2011,England,Site,771.0,124,0.161,0.943,0.851,0.105,0.685,0.21,0.099,0.37200000000000005,0.34700000000000003,0.182,0.0,0.36,0.06,0.0,0.15,0.0642,0.0601,0.0377,0.217,0.33299999999999996,0.21899999999999997,0.228,0.175,0.105,0.5,0.185,0.252,0.16899999999999998,0.226,0.884,0.828,0.726,0.667,0.889,0.585,0.894,0.26899999999999996,0.19399999999999998,0.6809999999999999,0.9470000000000001,0.737,0.033
51,51,2011,England,Hospital,295.0,45,0.153,0.978,0.978,0.07,0.674,0.256,0.067,0.17800000000000002,0.5329999999999999,0.222,0.0,0.71,0.27,0.33,0.07,0.0678,0.0557,0.0387,0.267,0.33299999999999996,0.205,0.179,0.179,0.073,0.0,0.049,0.03,0.133,0.244,0.96,0.9570000000000001,0.909,0.833,0.95,0.654,0.9620000000000001,0.40700000000000003,0.259,0.708,0.9259999999999999,0.8,0.0
52,52,2011,England,Hospital,281.0,51,0.18100000000000002,0.98,0.82,0.02,0.784,0.196,0.059000000000000004,0.294,0.41200000000000003,0.21600000000000003,0.02,0.59,0.31,0.08,0.06,0.063,0.0591,0.0379,0.529,0.265,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.043,0.0,0.106,0.14,0.059000000000000004,0.17600000000000002,0.929,0.8640000000000001,0.8640000000000001,0.368,0.905,0.7140000000000001,0.867,0.138,0.31,0.69,0.862,0.7240000000000001,0.0
53,53,2011,England,Hospital,286.0,49,0.171,1.0,0.898,0.08199999999999999,0.531,0.38799999999999996,0.102,0.551,0.14300000000000002,0.204,0.0,0.71,0.27,0.15,0.07,0.0663,0.0623,0.0454,0.08199999999999999,0.298,0.27699999999999997,0.17,0.191,0.045,0.0,0.11599999999999999,0.122,0.102,0.163,0.889,0.857,0.731,0.733,0.875,0.433,0.8390000000000001,0.14300000000000002,0.14300000000000002,0.759,0.8059999999999999,0.643,0.0
54,54,2011,England,Hospital,414.0,70,0.16899999999999998,1.0,0.87,0.13,0.652,0.217,0.07200000000000001,0.24600000000000002,0.478,0.203,0.0,0.46,0.09,0.03,0.06,0.0681,0.0604,0.0518,0.544,0.188,0.13,0.087,0.043,0.11900000000000001,0.857,0.083,0.138,0.114,0.157,0.8859999999999999,0.929,0.8809999999999999,0.5,0.882,0.622,0.909,0.17800000000000002,0.17800000000000002,0.78,0.8440000000000001,0.767,0.0
55,55,2011,England,Hospital,823.0,123,0.149,0.573,0.7979999999999999,0.231,0.639,0.13,0.092,0.39399999999999996,0.321,0.147,0.046,0.0137,0.55,0.3,0.48,0.0683,0.0681,0.044500000000000005,0.66,0.33,0.138,0.20199999999999999,0.23399999999999999,0.214,1.0,0.302,0.35600000000000004,0.109,0.182,0.774,0.75,0.625,0.583,0.826,0.33299999999999996,0.7190000000000001,0.281,0.43799999999999994,0.552,0.9390000000000001,0.452,0.055999999999999994
56,56,2011,England,Site,560.0,60,0.107,1.0,0.9670000000000001,0.2,0.733,0.067,0.07,0.33299999999999996,0.491,0.105,0.0,0.55,0.17,0.06,0.4,0.066,0.0652,0.0425,0.35,0.273,0.109,0.23600000000000002,0.16399999999999998,0.182,1.0,0.273,0.133,0.083,0.25,0.9259999999999999,0.76,0.92,0.526,0.833,0.48,0.96,0.29600000000000004,0.222,0.7829999999999999,0.821,0.731,0.033
