,bed,no_of_audits,prevalence_diabetes,percentage_white,percentage_emergency,percentage_mangement,percentage_other_medical,percentage_non_medical,dt1,dt2_insulin,dt2_non_insulin,dt2_diet_only,dt_other,nursing_hours,consultant_hours,dietician_hours,podiatrist_hours,blood_glucose_monitoring_days,appropriate_days,good_diabetes_days,visit_by_specialist_diabetes_team,medication_errors,prescription_errors,management_errors,insulin_errors,admitted_with_foot disease,seen_by_mdft_within_24_hours,foot_risk_assessment_within_24_hours,foot_risk_assessment_within_stay,severe_hypo,minor_hypo,meals_suitable,meals_timing,meals_choice,staff_knowledge_q&a,staff_knowledge_eq,staff_knowledge_collective,overall_satisfaction,patient_reported _unexpected_high,patient_reported_unexpected_low,able_to_take_control_of_care,staff_aware_diabetes,some_or_most_staff_aware_diabetes,renal_replacement
551,280.0,54.0,0.19,1.0,1.0,0.08,0.84,0.08,0.15,0.24,0.35,0.26,0.0,2.1,1.1,1.1,0.9,6.9,6.4,4.9,0.574,0.21100000000000002,0.158,0.079,0.132,0.055999999999999994,1.0,0.315,0.389,0.075,0.16699999999999998,0.868,1.0,1.0,0.662,1.0,0.631,1.0,0.45399999999999996,0.315,0.48700000000000004,0.715,0.634,0.0
552,446.0,116.0,0.26,0.89,0.91,0.05,0.64,0.31,0.08,0.27,0.41,0.24,0.0,0.6,0.3,0.2,0.4,6.5,6.2,4.2,0.27,0.397,0.256,0.231,0.244,0.043,0.5,0.115,0.124,0.094,0.18899999999999997,0.823,0.823,0.474,0.507,1.0,0.204,1.0,0.244,0.204,0.192,1.0,0.626,0.034
553,663.0,95.0,0.14,0.95,0.85,0.07,0.67,0.26,0.05,0.31,0.39,0.21,0.03,2.2,1.7,0.4,1.3,6.6,6.1,3.9,0.446,0.29,0.081,0.226,0.177,0.022000000000000002,0.5,0.122,0.18899999999999997,0.051,0.122,0.8320000000000001,0.8240000000000001,0.633,0.821,0.902,0.39799999999999996,0.828,0.22,0.222,0.574,0.762,0.638,0.011000000000000001
554,316.0,42.0,0.13,0.74,0.9,0.07,0.71,0.21,0.07,0.31,0.5,0.12,0.0,1.2,0.6,0.0,0.3,6.2,6.0,4.0,0.31,0.33299999999999996,0.242,0.152,0.212,0.049,0.0,0.024,0.098,0.065,0.179,0.882,0.488,0.505,0.7759999999999999,0.8140000000000001,0.40399999999999997,0.917,0.209,0.157,0.441,0.596,0.65,0.024
555,660.0,36.0,0.06,0.81,0.97,0.27,0.65,0.09,0.15,0.41,0.38,0.06,0.0,2.1,1.8,1.3,0.7,6.7,6.7,4.1,0.486,0.154,0.077,0.077,0.077,0.20600000000000002,0.4,0.515,0.606,0.111,0.185,0.975,0.68,0.6679999999999999,0.69,0.8490000000000001,0.402,0.929,0.040999999999999995,0.128,0.519,0.9279999999999999,0.764,0.0
556,377.0,66.0,0.18,0.99,0.93,0.12,0.71,0.17,0.03,0.36,0.38,0.23,0.0,0.5,1.0,0.0,0.0,6.5,6.5,5.0,0.273,0.16699999999999998,0.095,0.095,0.071,0.015,0.0,0.0,0.0,0.067,0.131,0.818,0.841,0.775,0.958,1.0,0.7140000000000001,0.966,0.102,0.0,0.764,1.0,0.852,0.0
557,418.0,49.0,0.12,0.94,0.88,0.11,0.68,0.21,0.02,0.33,0.44,0.2,0.0,3.4,0.6,2.2,1.1,6.7,6.3,5.3,0.163,0.444,0.25,0.278,0.278,0.040999999999999995,1.0,0.063,0.063,0.136,0.095,1.0,0.915,0.909,1.0,1.0,0.314,1.0,0.135,0.079,0.6559999999999999,0.898,0.799,0.0
558,455.0,71.0,0.16,0.94,0.88,0.06,0.7,0.24,0.06,0.34,0.44,0.16,0.0,1.5,0.2,0.3,0.1,6.4,5.6,3.7,0.225,0.397,0.32799999999999996,0.172,0.276,0.087,0.75,0.11599999999999999,0.203,0.098,0.2,0.8190000000000001,0.5489999999999999,0.569,0.754,0.8590000000000001,0.465,0.826,0.258,0.426,0.546,0.8320000000000001,0.61,0.0
559,283.0,31.0,0.11,0.74,0.97,0.07,0.84,0.1,0.1,0.17,0.4,0.3,0.03,2.4,2.8,0.4,0.2,6.5,5.4,3.8,0.214,0.529,0.353,0.17600000000000002,0.17600000000000002,0.161,0.4,0.217,0.217,0.273,0.316,0.607,0.608,0.608,0.8009999999999999,0.735,0.47100000000000003,0.65,0.153,0.503,0.4,0.879,0.359,0.0
560,494.0,95.0,0.19,0.67,0.67,0.08,0.67,0.26,0.03,0.34,0.46,0.16,0.01,0.9,0.6,0.1,0.3,6.7,6.0,3.3,0.341,0.48700000000000004,0.26899999999999996,0.295,0.218,0.075,0.28600000000000003,0.33,0.341,0.11800000000000001,0.182,0.667,0.5870000000000001,0.439,0.7140000000000001,0.9109999999999999,0.18,0.741,0.23600000000000002,0.142,0.434,0.7040000000000001,0.6659999999999999,0.054000000000000006
561,511.0,90.0,0.18,0.89,0.85,0.14,0.6,0.27,0.08,0.3,0.49,0.14,0.0,0.8,0.4,0.1,0.0,6.9,5.8,3.8,0.395,0.21899999999999997,0.078,0.141,0.141,0.11800000000000001,0.2,0.217,0.22899999999999998,0.071,0.18100000000000002,0.929,0.528,0.5489999999999999,0.83,0.9209999999999999,0.408,0.9259999999999999,0.198,0.105,0.473,0.795,0.6759999999999999,0.022000000000000002
562,357.0,44.0,0.12,1.0,0.86,0.07,0.82,0.11,0.09,0.27,0.5,0.14,0.0,3.5,0.9,0.0,0.5,7.0,6.8,4.7,0.209,0.19399999999999998,0.129,0.09699999999999999,0.129,0.09300000000000001,0.0,0.024,0.048,0.156,0.122,0.9309999999999999,0.836,0.943,0.9440000000000001,0.9259999999999999,0.544,0.9670000000000001,0.153,0.212,0.61,0.975,0.728,0.0
563,477.0,86.0,0.18,0.95,0.95,0.06,0.66,0.28,0.07,0.28,0.34,0.31,0.0,1.3,0.8,0.3,0.3,6.8,6.0,3.8,0.247,0.569,0.293,0.431,0.31,0.048,0.75,0.855,0.9640000000000001,0.154,0.2,0.8390000000000001,0.591,0.591,0.835,0.799,0.315,0.816,0.314,0.322,0.606,0.826,0.579,0.012
564,414.0,66.0,0.16,0.99,0.89,0.11,0.68,0.21,0.06,0.19,0.53,0.2,0.02,2.6,1.3,0.1,0.3,6.9,6.4,5.9,0.348,0.255,0.149,0.106,0.064,0.091,0.667,0.889,0.9259999999999999,0.033,0.161,0.9490000000000001,0.888,0.821,0.833,1.0,0.725,0.938,0.141,0.107,0.762,0.894,0.8490000000000001,0.0
565,823.0,129.0,0.16,0.86,0.74,0.13,0.59,0.28,0.1,0.35,0.38,0.14,0.03,0.8,1.1,1.5,0.5,6.9,6.3,3.8,0.266,0.36700000000000005,0.204,0.204,0.28600000000000003,0.12,0.9229999999999999,0.565,0.609,0.125,0.218,0.9259999999999999,0.8029999999999999,0.742,1.0,0.88,0.45399999999999996,0.816,0.17300000000000001,0.115,0.8690000000000001,0.758,0.779,0.078
566,632.0,112.0,0.18,0.86,0.89,0.04,0.66,0.3,0.09,0.17,0.47,0.24,0.03,2.0,1.2,0.3,0.5,6.9,6.5,4.7,0.324,0.415,0.317,0.134,0.146,0.096,0.9,0.769,0.904,0.068,0.139,0.8909999999999999,0.69,0.698,0.82,0.932,0.589,0.8370000000000001,0.22399999999999998,0.217,0.534,0.7509999999999999,0.777,0.028999999999999998
567,944.0,148.0,0.16,0.91,0.8,0.05,0.62,0.33,0.08,0.31,0.37,0.16,0.07,0.5,0.3,0.3,0.0,6.9,6.5,4.5,0.28800000000000003,0.38,0.222,0.213,0.204,0.10099999999999999,0.5329999999999999,0.177,0.28600000000000003,0.053,0.20199999999999999,0.743,0.66,0.542,0.8029999999999999,0.8809999999999999,0.391,0.938,0.28600000000000003,0.26,0.5920000000000001,0.769,0.588,0.0
568,436.0,62.0,0.14,0.86,0.62,0.0,0.79,0.21,0.02,0.29,0.45,0.24,0.0,1.9,0.7,0.3,0.8,6.5,6.2,4.4,0.27399999999999997,0.409,0.205,0.295,0.114,0.048,0.667,0.18,0.426,0.038,0.071,0.8320000000000001,0.622,0.622,0.679,0.7390000000000001,0.5429999999999999,0.9670000000000001,0.07,0.225,0.5429999999999999,0.8909999999999999,0.802,0.0
569,1012.0,174.0,0.17,0.91,0.77,0.1,0.54,0.36,0.07,0.36,0.36,0.19,0.03,1.1,0.7,0.3,0.5,6.5,6.3,4.1,0.387,0.342,0.21899999999999997,0.20199999999999999,0.24600000000000002,0.11800000000000001,0.667,0.228,0.299,0.092,0.14300000000000002,0.888,0.758,0.603,0.897,0.909,0.473,0.893,0.19899999999999998,0.16699999999999998,0.56,0.8170000000000001,0.649,0.046
570,767.0,85.0,0.11,0.92,0.82,0.07,0.51,0.42,0.17,0.32,0.32,0.2,0.0,2.3,1.1,0.5,0.1,6.7,6.3,3.8,0.32899999999999996,0.429,0.222,0.33299999999999996,0.28600000000000003,0.214,0.706,0.23199999999999998,0.23199999999999998,0.079,0.2,0.8220000000000001,0.6859999999999999,0.609,0.8440000000000001,0.92,0.392,0.789,0.221,0.14,0.57,0.897,0.634,0.024
571,488.0,72.0,0.15,0.89,0.93,0.04,0.74,0.22,0.11,0.36,0.36,0.17,0.0,1.5,0.4,0.3,1.1,6.9,6.8,4.5,0.47200000000000003,0.24100000000000002,0.111,0.14800000000000002,0.09300000000000001,0.09699999999999999,0.5710000000000001,0.34700000000000003,0.45799999999999996,0.159,0.319,0.888,0.7390000000000001,0.6970000000000001,0.843,0.9740000000000001,0.46399999999999997,0.836,0.35700000000000004,0.28600000000000003,0.5579999999999999,0.848,0.72,0.083
572,200.0,42.0,0.21,0.55,0.51,0.02,0.31,0.67,0.05,0.37,0.46,0.12,0.0,1.9,1.5,0.9,2.9,6.7,6.7,4.7,0.524,0.129,0.032,0.09699999999999999,0.065,0.0,0.19138320427205074,0.47200000000000003,0.47200000000000003,0.10300000000000001,0.122,0.972,0.846,0.7909999999999999,0.9570000000000001,0.76,0.488,0.8959999999999999,0.23399999999999999,0.134,0.6970000000000001,0.961,0.7909999999999999,0.35700000000000004
573,552.0,97.0,0.18,0.56,0.72,0.14,0.53,0.33,0.07,0.46,0.3,0.16,0.01,2.0,2.0,0.4,1.1,6.7,6.4,3.2,0.266,0.405,0.23,0.311,0.23,0.158,0.33299999999999996,0.266,0.309,0.156,0.23800000000000002,0.792,0.716,0.586,0.759,0.7959999999999999,0.439,0.883,0.3,0.22699999999999998,0.38799999999999996,0.8740000000000001,0.6509999999999999,0.07200000000000001
574,330.0,56.0,0.17,0.59,0.89,0.13,0.72,0.15,0.05,0.32,0.41,0.18,0.04,3.1,1.0,1.6,1.4,6.9,5.5,2.6,0.302,0.31,0.214,0.19,0.16699999999999998,0.08900000000000001,0.6,0.125,0.179,0.054000000000000006,0.192,0.81,0.69,0.657,0.6940000000000001,0.73,0.513,0.812,0.499,0.353,0.45899999999999996,0.8390000000000001,0.595,0.0
575,380.0,77.0,0.2,0.51,0.94,0.15,0.65,0.2,0.08,0.27,0.57,0.08,0.0,1.4,0.5,0.0,0.0,6.6,5.6,3.5,0.299,0.441,0.33799999999999997,0.235,0.221,0.14300000000000002,0.727,0.132,0.145,0.051,0.175,0.7240000000000001,0.695,0.603,0.789,0.835,0.203,0.794,0.214,0.214,0.629,0.855,0.6609999999999999,0.013000000000000001
576,724.0,100.0,0.14,0.56,0.7,0.11,0.56,0.33,0.06,0.45,0.39,0.09,0.01,1.3,1.0,0.1,1.2,6.6,6.4,4.1,0.18100000000000002,0.528,0.41700000000000004,0.222,0.264,0.133,0.5379999999999999,0.2,0.244,0.129,0.214,0.6890000000000001,0.555,0.42100000000000004,0.672,0.6709999999999999,0.37799999999999995,0.8390000000000001,0.3,0.245,0.5660000000000001,0.8059999999999999,0.615,0.1
577,450.0,37.0,0.08,0.87,0.97,0.11,0.78,0.11,0.03,0.24,0.51,0.22,0.0,2.7,0.5,0.4,0.1,7.0,6.4,4.5,0.37799999999999995,0.33299999999999996,0.2,0.16699999999999998,0.133,0.10800000000000001,1.0,0.21600000000000003,0.243,0.138,0.273,1.0,0.818,0.657,0.851,0.732,0.298,0.627,0.18899999999999997,0.142,0.753,0.78,0.578,0.0
578,220.0,48.0,0.22,0.96,0.93,0.02,0.66,0.32,0.02,0.56,0.27,0.16,0.0,3.1,0.6,2.4,0.1,6.7,5.7,2.5,0.396,0.359,0.179,0.231,0.179,0.125,0.33299999999999996,0.125,0.125,0.25,0.2,0.925,0.684,0.534,0.688,0.938,0.479,0.9790000000000001,0.257,0.14,0.569,0.8290000000000001,0.89,0.0
579,775.0,144.0,0.19,0.93,0.77,0.09,0.62,0.3,0.04,0.37,0.4,0.18,0.01,1.0,0.4,0.1,0.2,6.6,6.4,4.0,0.299,0.34600000000000003,0.196,0.187,0.20600000000000002,0.055999999999999994,0.625,0.377,0.39899999999999997,0.124,0.233,0.86,0.726,0.665,0.7290000000000001,0.915,0.488,0.9179999999999999,0.276,0.192,0.611,0.856,0.782,0.105
580,253.0,55.0,0.22,0.86,0.82,0.13,0.59,0.28,0.0,0.42,0.38,0.19,0.02,1.8,1.0,0.7,0.3,6.7,5.9,3.3,0.308,0.486,0.405,0.297,0.35100000000000003,0.073,0.33299999999999996,0.038,0.057999999999999996,0.222,0.275,1.0,0.9159999999999999,0.9,0.644,0.919,0.418,0.9359999999999999,0.19399999999999998,0.21,0.647,0.951,0.618,0.0
581,264.0,52.0,0.2,0.98,0.78,0.08,0.67,0.25,0.06,0.35,0.5,0.1,0.0,1.4,0.7,0.8,0.9,6.6,5.9,3.9,0.38,0.43200000000000005,0.25,0.205,0.182,0.02,1.0,0.021,0.021,0.17600000000000002,0.3,0.868,0.731,0.669,0.879,0.941,0.485,0.85,0.20199999999999999,0.17600000000000002,0.519,0.718,0.695,0.019
582,387.0,32.0,0.08,0.97,0.97,0.03,0.81,0.16,0.03,0.33,0.53,0.1,0.0,2.5,2.5,0.9,0.0,6.7,6.3,4.2,0.133,0.28600000000000003,0.071,0.25,0.107,0.0,0.5510267688559746,0.0,0.0,0.17600000000000002,0.25,0.9590000000000001,0.741,0.883,0.865,0.826,0.544,0.9590000000000001,0.053,0.168,0.731,0.8059999999999999,0.7390000000000001,0.0
583,307.0,46.0,0.15,0.96,0.91,0.02,0.72,0.26,0.04,0.27,0.33,0.36,0.0,0.1,0.6,0.1,0.1,6.7,6.3,5.3,0.024,0.452,0.32299999999999995,0.29,0.258,0.087,0.0,0.087,0.174,0.026000000000000002,0.11599999999999999,0.917,0.703,0.6459999999999999,0.7809999999999999,0.917,0.633,0.778,0.135,0.11199999999999999,0.643,0.5660000000000001,0.6459999999999999,0.022000000000000002
584,420.0,70.0,0.17,0.99,0.92,0.1,0.63,0.27,0.07,0.36,0.3,0.26,0.0,1.7,1.0,0.3,0.3,6.7,6.5,4.5,0.44299999999999995,0.43799999999999994,0.313,0.20800000000000002,0.25,0.043,0.667,0.75,0.809,0.11800000000000001,0.147,0.922,0.8590000000000001,0.841,0.802,0.953,0.48200000000000004,0.929,0.187,0.13699999999999998,0.757,0.782,0.675,0.0
585,671.0,145.0,0.22,0.49,0.76,0.12,0.66,0.22,0.07,0.46,0.32,0.1,0.06,1.9,1.6,0.9,1.4,6.9,6.5,4.1,0.557,0.244,0.114,0.163,0.154,0.149,0.905,0.165,0.165,0.151,0.184,0.8440000000000001,0.628,0.547,0.705,0.518,0.34700000000000003,0.79,0.192,0.322,0.475,0.79,0.626,0.084
586,481.0,62.0,0.13,0.98,0.93,0.13,0.61,0.26,0.07,0.29,0.5,0.15,0.0,0.7,2.0,0.3,0.5,6.4,6.1,3.6,0.33899999999999997,0.47100000000000003,0.255,0.33299999999999996,0.275,0.1,0.8,0.111,0.222,0.07,0.086,0.8959999999999999,0.722,0.685,0.784,0.9179999999999999,0.322,0.775,0.17,0.10099999999999999,0.5589999999999999,0.86,0.731,0.016
587,56.0,8.0,0.14,1.0,0.25,0.14,0.86,0.0,0.0,0.13,0.75,0.13,0.0,2.0,1.8,0.5,2.5,7.0,2.9,5.131996193367116,0.125,0.0,0.0,0.0,0.0,0.125,1.0,0.25,0.25,0.0,0.04911969211184324,1.0,0.741,0.741,0.726,1.0,0.258,0.789,0.125,0.0,0.272,1.0,1.0,0.0
588,733.0,94.0,0.13,0.89,0.86,0.09,0.59,0.32,0.08,0.23,0.48,0.22,0.0,3.5,0.8,0.4,0.4,6.5,6.4,4.4,0.217,0.41100000000000003,0.301,0.17800000000000002,0.151,0.07400000000000001,0.833,0.802,0.802,0.063,0.16,0.9309999999999999,0.813,0.768,0.8290000000000001,0.9540000000000001,0.512,0.904,0.11,0.077,0.71,0.855,0.851,0.054000000000000006
589,905.0,163.0,0.18,0.79,0.9,0.08,0.68,0.25,0.1,0.31,0.44,0.13,0.03,0.5,0.9,0.2,0.2,6.6,6.2,3.8,0.226,0.562,0.35,0.32799999999999996,0.314,0.081,0.3,0.182,0.217,0.138,0.221,0.705,0.657,0.578,0.826,0.792,0.409,0.8059999999999999,0.33799999999999997,0.225,0.52,0.773,0.7140000000000001,0.067
590,112.0,14.0,0.13,0.93,0.62,0.07,0.86,0.07,0.14,0.21,0.5,0.14,0.0,5.4,1.2,2.6,0.0,6.8,6.8,5.8,0.28600000000000003,0.0,0.0,0.0,0.0,0.071,1.0,0.5,0.5,0.111,0.154,0.894,0.768,0.7929999999999999,0.507,1.0,0.165,0.919,0.094,0.27899999999999997,0.408,0.534,0.29600000000000004,0.0
591,229.0,37.0,0.16,0.51,1.0,0.0,0.94,0.06,0.0,0.35,0.49,0.16,0.0,2.9,1.0,0.9,1.5,7.0,6.8,3.9,0.324,0.25,0.125,0.156,0.063,0.10800000000000001,0.5,0.324,0.324,0.1,0.294,0.8959999999999999,0.8370000000000001,0.7659999999999999,0.753,0.9640000000000001,0.8079999999999999,0.966,0.121,0.228,0.715,0.941,0.5329999999999999,0.0
592,624.0,73.0,0.12,0.78,0.86,0.08,0.72,0.19,0.03,0.4,0.37,0.19,0.01,2.6,2.1,0.3,0.6,6.8,6.2,3.9,0.708,0.51,0.38799999999999996,0.28600000000000003,0.327,0.09699999999999999,0.4,0.239,0.31,0.149,0.121,0.738,0.648,0.55,0.7070000000000001,0.636,0.163,0.838,0.423,0.28800000000000003,0.591,0.596,0.502,0.042
593,717.0,113.0,0.16,0.96,0.93,0.03,0.74,0.24,0.06,0.32,0.38,0.21,0.03,1.5,0.6,0.1,0.5,6.7,6.5,4.4,0.18600000000000003,0.382,0.247,0.23600000000000002,0.20199999999999999,0.08199999999999999,0.444,0.573,0.609,0.07200000000000001,0.284,0.8490000000000001,0.698,0.517,0.8170000000000001,0.9440000000000001,0.365,0.861,0.2,0.222,0.43799999999999994,0.726,0.6990000000000001,0.044000000000000004
594,181.0,25.0,0.14,0.92,0.84,0.04,0.71,0.25,0.08,0.36,0.28,0.24,0.04,1.8,1.9,1.0,0.9,6.9,6.9,5.5,0.20800000000000002,0.267,0.2,0.067,0.133,0.042,1.0,0.0,0.0,0.0,0.105,0.902,0.8859999999999999,0.8859999999999999,1.0,1.0,0.68,0.897,0.18600000000000003,0.092,0.912,0.897,0.89,0.04
595,265.0,44.0,0.17,0.89,0.89,0.05,0.81,0.14,0.07,0.21,0.56,0.16,0.0,1.3,0.5,0.4,0.0,6.9,6.5,3.9,0.256,0.452,0.355,0.161,0.258,0.0,0.4597047574430448,0.317,0.341,0.054000000000000006,0.233,0.904,0.7190000000000001,0.675,0.831,0.925,0.466,0.9059999999999999,0.134,0.079,0.49,0.958,0.8009999999999999,0.0
596,879.0,127.0,0.14,0.96,0.86,0.14,0.61,0.25,0.05,0.4,0.37,0.15,0.03,2.1,0.9,0.3,0.8,6.9,6.8,3.8,0.23800000000000002,0.456,0.252,0.311,0.252,0.11199999999999999,0.429,0.33299999999999996,0.39,0.132,0.282,0.885,0.701,0.8270000000000001,0.875,0.937,0.46,0.9,0.252,0.303,0.514,0.95,0.6970000000000001,0.039
597,674.0,85.0,0.13,0.88,0.83,0.07,0.66,0.27,0.02,0.45,0.24,0.17,0.12,2.7,1.5,0.4,0.4,6.8,6.4,3.8,0.386,0.413,0.254,0.254,0.222,0.145,0.125,0.154,0.179,0.098,0.266,0.912,0.7909999999999999,0.711,0.846,0.774,0.431,0.862,0.187,0.134,0.617,0.882,0.836,0.024
598,626.0,89.0,0.14,0.85,0.68,0.07,0.63,0.3,0.08,0.39,0.36,0.12,0.05,3.0,0.3,1.2,0.8,6.8,6.7,4.2,0.75,0.24,0.133,0.133,0.12,0.114,0.7,0.809,0.8759999999999999,0.069,0.14800000000000002,0.795,0.753,0.7340000000000001,0.941,0.812,0.496,0.879,0.20600000000000002,0.11900000000000001,0.67,0.816,0.7829999999999999,0.11199999999999999
599,450.0,65.0,0.14,0.79,0.88,0.15,0.51,0.34,0.08,0.28,0.39,0.21,0.03,1.1,0.4,0.2,0.4,7.0,6.8,4.4,0.21899999999999997,0.27899999999999997,0.14,0.27899999999999997,0.209,0.109,0.4,0.45899999999999996,0.525,0.08900000000000001,0.15,0.871,0.6890000000000001,0.527,0.797,0.9159999999999999,0.47700000000000004,0.9420000000000001,0.17300000000000001,0.157,0.622,0.738,0.828,0.015
600,257.0,40.0,0.16,0.9,0.86,0.15,0.73,0.13,0.05,0.3,0.53,0.13,0.0,1.2,0.7,0.2,0.2,6.9,6.8,4.6,0.872,0.111,0.07400000000000001,0.037000000000000005,0.07400000000000001,0.15,1.0,0.525,0.65,0.121,0.27,1.0,0.862,0.823,0.68,1.0,0.49700000000000005,0.8009999999999999,0.16,0.204,0.599,0.847,0.7020000000000001,0.0
601,442.0,59.0,0.13,0.98,0.96,0.12,0.48,0.41,0.07,0.34,0.39,0.2,0.0,2.7,0.7,0.6,0.6,6.9,6.7,3.9,0.322,0.3,0.15,0.175,0.1,0.11900000000000001,0.857,0.16899999999999998,0.203,0.15,0.161,0.7659999999999999,0.8370000000000001,0.631,0.858,0.91,0.508,0.897,0.226,0.24,0.44,0.7959999999999999,0.7240000000000001,0.153
602,299.0,42.0,0.14,0.98,0.84,0.05,0.73,0.22,0.05,0.34,0.29,0.32,0.0,4.2,1.2,0.6,0.3,6.5,5.7,2.5,0.244,0.36,0.04,0.36,0.16,0.073,1.0,0.049,0.049,0.067,0.095,0.8809999999999999,0.606,0.835,0.779,0.85,0.5,0.773,0.154,0.196,0.617,0.764,0.612,0.0
603,378.0,60.0,0.16,0.82,0.83,0.05,0.65,0.3,0.06,0.33,0.58,0.04,0.0,1.3,1.1,0.2,0.7,6.9,6.4,4.1,0.25,0.264,0.20800000000000002,0.113,0.094,0.15,0.5,0.424,0.45799999999999996,0.077,0.276,0.774,0.669,0.638,0.889,0.85,0.42100000000000004,0.831,0.14800000000000002,0.124,0.506,0.889,0.78,0.033
604,579.0,114.0,0.2,0.94,0.89,0.13,0.67,0.2,0.13,0.33,0.35,0.16,0.03,2.2,1.0,0.9,0.3,6.9,6.8,4.8,0.46,0.253,0.184,0.115,0.138,0.14300000000000002,0.938,0.893,0.922,0.12,0.17600000000000002,0.883,0.721,0.562,0.737,0.8690000000000001,0.539,0.883,0.244,0.233,0.551,0.9259999999999999,0.826,0.044000000000000004
605,240.0,73.0,0.3,0.44,0.87,0.08,0.69,0.22,0.03,0.43,0.4,0.14,0.0,0.9,1.1,0.5,0.1,6.6,6.3,3.4,0.589,0.45799999999999996,0.237,0.271,0.16899999999999998,0.085,0.4,0.113,0.408,0.122,0.23,0.807,0.6779999999999999,0.424,0.745,0.688,0.354,0.823,0.29100000000000004,0.276,0.461,0.586,0.45,0.0
606,481.0,90.0,0.19,0.51,0.93,0.07,0.6,0.33,0.02,0.6,0.34,0.03,0.0,0.7,0.6,0.0,0.1,6.9,5.9,2.6,0.33299999999999996,0.575,0.313,0.5,0.363,0.124,0.455,0.172,0.276,0.133,0.2,0.626,0.504,0.46399999999999997,0.968,0.754,0.32899999999999996,0.8640000000000001,0.38,0.11900000000000001,0.601,0.7979999999999999,0.507,0.111
607,99.0,15.0,0.15,0.67,0.13,0.0,0.73,0.27,0.0,0.13,0.53,0.13,0.2,0.7,0.0,0.0,0.0,7.0,7.0,5.6,0.133,0.75,0.41700000000000004,0.5,0.41700000000000004,0.0,0.4685561350058802,0.0,0.0,0.0,0.067,0.83,0.797,0.9129999999999999,0.727,0.862,0.599,1.0,0.17,0.257,0.659,0.9059999999999999,0.5539999999999999,0.0
608,220.0,20.0,0.09,0.5,0.37,0.0,0.65,0.35,0.0,0.84,0.16,0.0,0.0,1.0,0.7,0.0,0.0,6.7,5.7,3.6,0.1,0.579,0.21100000000000002,0.579,0.368,0.0,0.603516285567693,0.15,0.2,0.16699999999999998,0.0,0.765,0.7759999999999999,0.615,0.9390000000000001,0.6609999999999999,0.42200000000000004,0.925,0.522,0.29100000000000004,0.732,0.821,0.547,0.1
609,321.0,34.0,0.11,1.0,1.0,0.15,0.71,0.15,0.18,0.46,0.24,0.12,0.0,2.6,0.5,4.0,2.2,6.7,6.5,4.4,0.265,0.292,0.20800000000000002,0.125,0.125,0.11800000000000001,0.75,0.094,0.094,0.036000000000000004,0.19399999999999998,0.8909999999999999,0.892,0.9179999999999999,0.826,1.0,0.258,0.9179999999999999,0.069,0.20199999999999999,0.772,0.6809999999999999,0.735,0.059000000000000004
610,177.0,31.0,0.18,1.0,0.93,0.03,0.73,0.23,0.0,0.55,0.24,0.21,0.0,2.4,0.9,1.7,0.0,7.0,6.8,4.9,0.267,0.55,0.5,0.1,0.25,0.067,0.0,0.0,0.033,0.04,0.33299999999999996,0.961,0.85,0.8859999999999999,1.0,1.0,0.414,1.0,0.14800000000000002,0.29600000000000004,0.818,0.9079999999999999,0.547,0.0
611,486.0,73.0,0.15,0.85,0.86,0.06,0.69,0.26,0.06,0.38,0.36,0.19,0.01,0.2,0.7,0.1,0.1,6.8,6.1,4.3,0.265,0.56,0.32,0.28,0.28,0.013999999999999999,0.0,0.028999999999999998,0.057,0.052000000000000005,0.174,0.9420000000000001,0.737,0.604,0.898,0.862,0.436,0.897,0.23800000000000002,0.214,0.539,0.88,0.684,0.013999999999999999
612,479.0,101.0,0.21,0.86,0.89,0.05,0.67,0.28,0.03,0.29,0.5,0.19,0.0,1.0,0.4,0.0,0.3,6.9,6.7,4.6,0.38799999999999996,0.377,0.20800000000000002,0.221,0.23399999999999999,0.131,0.385,0.326,0.34700000000000003,0.071,0.172,0.97,0.715,0.785,0.8290000000000001,0.8859999999999999,0.507,0.905,0.18899999999999997,0.215,0.6609999999999999,0.877,0.764,0.01
613,370.0,52.0,0.14,0.94,0.81,0.04,0.64,0.33,0.04,0.29,0.42,0.25,0.0,2.1,0.7,0.8,0.4,4.0,7.0,7.0,0.9620000000000001,0.263,0.158,0.132,0.184,0.096,0.6,0.9420000000000001,0.9420000000000001,0.040999999999999995,0.265,0.955,0.768,0.6970000000000001,0.919,0.7759999999999999,0.32899999999999996,0.9259999999999999,0.187,0.28800000000000003,0.486,0.89,0.768,0.0
614,142.0,25.0,0.18,1.0,0.92,0.13,0.58,0.29,0.12,0.36,0.4,0.12,0.0,5.3,2.6,1.1,0.5,6.9,6.6,4.8,0.48,0.478,0.348,0.217,0.348,0.16,0.5,0.64,0.64,0.16,0.16,0.9229999999999999,0.899,0.6890000000000001,1.0,1.0,0.843,0.9640000000000001,0.38799999999999996,0.09,0.5489999999999999,0.8809999999999999,0.797,0.0
615,426.0,69.0,0.16,0.93,0.94,0.03,0.65,0.32,0.09,0.3,0.38,0.23,0.0,2.0,2.2,0.5,0.1,6.7,6.0,3.7,0.203,0.36200000000000004,0.17,0.27699999999999997,0.17,0.015,0.0,0.075,0.094,0.195,0.237,0.789,0.5379999999999999,0.6,0.8390000000000001,0.792,0.4,0.863,0.34299999999999997,0.26899999999999996,0.452,0.687,0.677,0.028999999999999998
