,bed,no_of_audits,prevalence_diabetes,percentage_white,percentage_emergency,percentage_mangement,percentage_other_medical,percentage_non_medical,dt1,dt2_insulin,dt2_non_insulin,dt2_diet_only,dt_other,nursing_hours,consultant_hours,dietician_hours,podiatrist_hours,blood_glucose_monitoring_days,appropriate_days,good_diabetes_days,visit_by_specialist_diabetes_team,medication_errors,prescription_errors,management_errors,insulin_errors,admitted_with_foot disease,seen_by_mdft_within_24_hours,foot_risk_assessment_within_24_hours,foot_risk_assessment_within_stay,severe_hypo,minor_hypo,meals_suitable,meals_timing,meals_choice,staff_knowledge_q&a,staff_knowledge_eq,staff_knowledge_collective,overall_satisfaction,patient_reported _unexpected_high,patient_reported_unexpected_low,able_to_take_control_of_care,staff_aware_diabetes,some_or_most_staff_aware_diabetes,renal_replacement
144,335.0,86.0,0.26,0.42,0.86,0.11,0.71,0.18,0.01,0.45,0.41,0.13,0.0,0.37,0.14,0.08000547203641924,0.12541533041645128,6.69,6.55,3.74,0.47,0.22899999999999998,0.157,0.1,0.157,0.096,1.0,0.621,0.305,0.081,0.244,0.96,0.7829999999999999,0.7829999999999999,0.727,0.9470000000000001,0.667,0.917,0.391,0.217,0.727,0.96,0.92,0.012
145,76.0,15.0,0.2,1.0,0.14,0.07,0.57,0.36,0.0,0.33,0.2,0.47,0.0,0.2,0.13,0.13397952742739222,0.5796804481506914,6.67,6.33,5.43,0.133,0.154,0.077,0.154,0.077,0.0,0.9999999790306877,0.0,0.0,0.0,0.067,1.0,1.0,1.0,0.0,1.0,0.667,0.833,0.0,0.0,0.33299999999999996,0.833,0.833,0.0
146,331.0,56.0,0.17,1.0,0.89,0.07,0.75,0.18,0.11,0.32,0.34,0.23,0.0,0.21,0.07,0.3,0.6059430253136115,6.78,6.51,3.54,0.073,0.38799999999999996,0.184,0.306,0.265,0.095,0.0,0.098,0.22699999999999998,0.08900000000000001,0.071,0.871,0.625,0.826,0.6920000000000001,0.6,0.35700000000000004,0.767,0.258,0.129,0.708,0.8059999999999999,0.7,0.019
147,280.0,33.0,0.12,0.94,0.94,0.06,0.67,0.27,0.0,0.4,0.3,0.3,0.0,0.42,0.18,0.05626153632546583,0.12,6.53,6.42,4.56,0.182,0.2,0.12,0.12,0.2,0.0,0.5000433345373517,0.125,0.179,0.0,0.061,0.846,0.875,0.818,0.846,0.941,0.667,0.9620000000000001,0.185,0.111,0.455,0.852,0.889,0.0
148,301.0,44.0,0.15,0.86,0.74,0.05,0.61,0.35,0.11,0.34,0.36,0.18,0.0,0.77,0.14862291204154113,0.14,0.12840842032893804,6.96,6.96,4.36,0.455,0.324,0.17600000000000002,0.17600000000000002,0.20600000000000002,0.054000000000000006,0.0,0.10300000000000001,0.37799999999999995,0.136,0.25,1.0,0.769,0.917,0.6,1.0,0.231,0.9229999999999999,0.25,0.33299999999999996,0.6,1.0,0.846,0.049
149,174.0,41.0,0.24,0.93,0.9,0.02,0.88,0.1,0.05,0.35,0.45,0.15,0.0,1.1,0.428434242499383,0.1,0.5089488993848341,6.69,6.45,4.05,0.439,0.297,0.162,0.18899999999999997,0.10800000000000001,0.026000000000000002,0.0,0.0,0.278,0.122,0.317,0.9229999999999999,0.545,0.818,0.6,1.0,0.182,0.909,0.385,0.231,0.7,0.643,0.833,0.073
150,743.0,99.0,0.13,0.87,0.88,0.03,0.75,0.22,0.07,0.3,0.5,0.12,0.01,0.58,0.28,0.15,0.16,6.68,5.68,4.0,0.361,0.325,0.217,0.16899999999999998,0.217,0.06,1.0,0.11,0.096,0.091,0.212,0.833,0.516,0.483,0.4,0.905,0.433,0.9329999999999999,0.233,0.133,0.5770000000000001,0.9690000000000001,0.645,0.011000000000000001
151,319.0,50.0,0.16,0.96,0.94,0.04,0.77,0.19,0.04,0.29,0.48,0.19,0.0,1.98,0.12,0.2532242390458112,0.13938309813786634,6.65,6.08,4.26,0.2,0.22699999999999998,0.205,0.114,0.114,0.040999999999999995,0.0,0.0,0.122,0.06,0.18,0.778,0.84,0.6,0.5,0.875,0.40700000000000003,0.778,0.259,0.37,0.64,0.857,0.63,0.0
152,1108.0,160.0,0.14,0.54,0.68,0.1,0.73,0.18,0.03,0.45,0.36,0.15,0.02,1.01,0.16,0.07,0.03,6.79,6.52,4.26,0.28600000000000003,0.366,0.268,0.17,0.248,0.154,0.8,0.175,0.07400000000000001,0.113,0.26899999999999996,0.72,0.675,0.5539999999999999,0.604,0.75,0.5,0.84,0.309,0.259,0.732,0.8809999999999999,0.675,0.155
153,350.0,62.0,0.18,0.72,0.9,0.15,0.74,0.11,0.03,0.44,0.34,0.15,0.03,0.31,0.19,0.06691786743515851,0.16,6.92,6.17,3.58,0.4,0.316,0.193,0.175,0.175,0.11699999999999999,0.7140000000000001,0.28800000000000003,0.35700000000000004,0.161,0.306,0.636,0.586,0.5,0.5,0.87,0.457,0.8859999999999999,0.235,0.294,0.552,0.778,0.5,0.016
154,528.0,55.0,0.1,1.0,0.85,0.09,0.55,0.36,0.04,0.32,0.5,0.15,0.0,1.15,0.22,0.09,0.01,6.7,6.45,4.85,0.5660000000000001,0.37,0.217,0.196,0.174,0.1,0.75,0.353,0.265,0.055,0.2,0.857,0.75,0.6,0.467,0.667,0.524,0.7829999999999999,0.182,0.318,0.579,0.833,0.7829999999999999,0.018000000000000002
155,401.0,48.0,0.12,1.0,0.83,0.04,0.71,0.25,0.02,0.33,0.48,0.15,0.02,0.6,0.88,0.6084132886419126,0.04,6.69,6.46,4.79,0.435,0.366,0.317,0.171,0.122,0.098,0.33299999999999996,0.419,0.085,0.188,0.313,0.9309999999999999,0.778,0.9259999999999999,0.462,0.8420000000000001,0.483,0.9,0.138,0.31,0.63,0.935,0.741,0.0
156,483.0,47.0,0.1,0.98,1.0,0.04,0.45,0.51,0.02,0.28,0.57,0.13,0.0,3.59,0.38,0.8,0.19,6.55,5.5,3.82,0.324,0.25,0.136,0.159,0.136,0.022000000000000002,1.0,0.149,0.293,0.064,0.213,0.941,0.813,0.875,0.5,0.7859999999999999,0.353,0.882,0.0,0.375,0.733,0.765,0.529,0.0
157,314.0,48.0,0.15,1.0,0.9,0.04,0.81,0.15,0.06,0.27,0.4,0.27,0.0,1.24,0.33,0.24622414739965473,0.08,6.78,6.38,4.3,0.298,0.195,0.146,0.073,0.098,0.10400000000000001,0.0,0.348,0.41,0.083,0.22899999999999998,0.917,0.75,0.769,0.5,0.769,0.5379999999999999,0.769,0.16699999999999998,0.25,0.667,0.846,0.615,0.0
158,360.0,47.0,0.13,1.0,0.78,0.13,0.61,0.26,0.07,0.24,0.48,0.22,0.0,0.74,0.4,0.17,0.11,6.39,6.25,3.25,0.364,0.31,0.28600000000000003,0.071,0.16699999999999998,0.182,0.28600000000000003,0.409,0.27,0.085,0.128,1.0,0.81,0.8640000000000001,0.583,0.667,0.522,0.87,0.136,0.182,0.667,0.958,0.708,0.065
159,613.0,107.0,0.18,0.75,0.85,0.17,0.63,0.2,0.1,0.33,0.44,0.12,0.0,0.09,0.02,0.024452503692646947,0.1,5.14,4.84,2.74,0.138,0.588,0.41200000000000003,0.268,0.299,0.133,0.8,0.32299999999999995,0.145,0.131,0.22399999999999998,0.86,0.805,0.78,0.45799999999999996,0.649,0.318,0.778,0.35,0.225,0.636,0.83,0.578,0.038
160,673.0,87.0,0.13,0.97,0.94,0.09,0.62,0.29,0.05,0.26,0.54,0.16,0.0,1.07,0.14,0.25,0.33135966203746614,6.18,5.65,4.5,0.207,0.27699999999999997,0.205,0.12,0.12,0.105,0.556,0.161,0.247,0.057,0.172,1.0,0.905,0.9,0.5,0.789,0.381,0.727,0.1,0.25,0.545,0.955,0.545,0.0
161,337.0,61.0,0.18,0.8,0.91,0.2,0.63,0.17,0.02,0.33,0.43,0.23,0.0,0.57,0.1,0.28,0.44245090488613115,6.58,5.66,3.23,0.40399999999999997,0.45799999999999996,0.271,0.271,0.22,0.16399999999999998,0.875,0.121,0.33299999999999996,0.131,0.262,1.0,1.0,0.875,0.375,0.769,0.385,0.846,0.231,0.5379999999999999,0.727,0.9229999999999999,0.41700000000000004,0.0
162,392.0,44.0,0.11,0.92,0.81,0.16,0.58,0.26,0.02,0.41,0.41,0.16,0.0,0.64,0.09,0.5865876000411081,0.07,6.1,5.59,3.39,0.10800000000000001,0.513,0.436,0.205,0.282,0.225,0.625,0.325,0.259,0.068,0.205,0.857,0.7140000000000001,0.6920000000000001,0.636,0.63,0.4,0.9329999999999999,0.267,0.267,0.519,0.7,0.679,0.0
163,496.0,70.0,0.14,1.0,0.85,0.08,0.61,0.31,0.1,0.29,0.39,0.22,0.0,0.49,0.26,0.5582866285944833,0.06,6.43,5.05,3.36,0.28,0.478,0.40299999999999997,0.19399999999999998,0.254,0.10400000000000001,0.667,0.239,0.5,0.1,0.22899999999999998,0.815,0.963,0.846,0.75,0.63,0.40700000000000003,0.852,0.292,0.292,0.682,0.889,0.731,0.03
164,346.0,51.0,0.15,1.0,0.92,0.12,0.67,0.2,0.1,0.2,0.51,0.2,0.0,0.69,0.14,0.02,0.14,6.28,5.52,4.33,0.11900000000000001,0.465,0.395,0.209,0.256,0.17600000000000002,0.111,0.11800000000000001,0.297,0.098,0.17600000000000002,1.0,0.7859999999999999,0.875,0.25,0.733,0.33299999999999996,0.75,0.33299999999999996,0.267,0.4,0.875,0.5710000000000001,0.068
165,463.0,89.0,0.19,0.88,0.87,0.07,0.69,0.24,0.05,0.36,0.43,0.17,0.0,0.34,0.18,0.07,0.15563582410140994,6.29,5.96,3.92,0.26899999999999996,0.38299999999999995,0.185,0.29600000000000004,0.198,0.08,0.0,0.115,0.5,0.079,0.20199999999999999,0.9390000000000001,0.871,0.774,0.696,0.8,0.5,0.7879999999999999,0.303,0.061,0.594,0.909,0.6970000000000001,0.011000000000000001
166,644.0,82.0,0.13,1.0,0.99,0.04,0.77,0.19,0.05,0.33,0.51,0.11,0.0,0.24,0.04,0.02,0.18645187287630988,6.26,5.79,3.53,0.32899999999999996,0.41100000000000003,0.315,0.16399999999999998,0.192,0.026000000000000002,0.0,0.05,0.135,0.11,0.244,0.882,0.733,0.647,0.364,0.667,0.47100000000000003,0.765,0.235,0.17600000000000002,0.857,0.938,0.647,0.0
167,420.0,56.0,0.13,0.98,0.96,0.11,0.61,0.28,0.09,0.38,0.36,0.18,0.0,0.67,0.13,0.2,0.04,6.36,6.1,4.35,0.239,0.302,0.17,0.18899999999999997,0.226,0.109,0.33299999999999996,0.182,0.222,0.179,0.214,0.727,0.6,0.667,0.429,0.444,0.222,0.6,0.2,0.3,0.556,0.889,0.778,0.0
168,264.0,37.0,0.14,1.0,0.94,0.06,0.69,0.25,0.09,0.17,0.46,0.29,0.0,0.86,0.35,0.03,0.05,5.54,4.9,3.48,0.4,0.20600000000000002,0.11800000000000001,0.11800000000000001,0.11800000000000001,0.027000000000000003,1.0,0.35100000000000003,0.273,0.027000000000000003,0.162,0.9,0.813,0.8,0.75,0.667,0.45,0.85,0.368,0.21100000000000002,0.737,0.789,0.611,0.0
169,353.0,56.0,0.16,0.83,0.93,0.13,0.68,0.2,0.04,0.36,0.44,0.16,0.0,0.67,0.32,0.24,0.22794305410379134,5.71,6.08,3.45,0.44,0.35200000000000004,0.315,0.185,0.185,0.071,0.75,0.218,0.231,0.08900000000000001,0.321,0.9329999999999999,0.667,0.733,0.455,0.909,0.33299999999999996,0.563,0.214,0.28600000000000003,0.667,0.75,0.467,0.019
170,271.0,55.0,0.2,0.39,0.93,0.21,0.58,0.21,0.11,0.26,0.41,0.22,0.0,1.2100664409110324,0.15,0.1464107897688491,0.08499441928817862,6.18,5.56,3.35,0.49,0.40399999999999997,0.327,0.17300000000000001,0.212,0.094,0.6,0.132,0.188,0.018000000000000002,0.16399999999999998,1.0,1.0,0.667,0.5,0.33299999999999996,1.0,1.0,0.33299999999999996,0.0,1.0,0.667,0.667,0.037000000000000005
171,490.0,84.0,0.17,0.78,0.93,0.08,0.71,0.2,0.05,0.38,0.4,0.17,0.0,0.59,0.29,0.06,0.05,6.56,6.19,3.68,0.342,0.373,0.289,0.18100000000000002,0.24100000000000002,0.06,0.6,0.131,0.12,0.107,0.27399999999999997,0.912,0.818,0.853,0.41700000000000004,0.633,0.47100000000000003,0.853,0.313,0.281,0.5,0.917,0.639,0.0
172,624.0,86.0,0.14,1.0,0.93,0.08,0.73,0.19,0.07,0.31,0.48,0.14,0.0,0.83,0.06,0.07,0.05,6.21,5.39,3.9,0.40700000000000003,0.423,0.385,0.09,0.218,0.036000000000000004,0.667,0.11800000000000001,0.2,0.081,0.174,0.885,0.68,0.6920000000000001,0.556,0.696,0.5,0.8079999999999999,0.231,0.308,0.778,0.9259999999999999,0.741,0.0
173,233.0,36.0,0.16,1.0,0.94,0.06,0.68,0.27,0.06,0.39,0.42,0.14,0.0,0.44,0.06,0.20361417375436422,0.06,7.0,6.75,3.74,0.364,0.107,0.107,0.0,0.107,0.091,1.0,0.758,0.5770000000000001,0.25,0.25,0.75,0.75,0.75,0.667,0.0,0.5,0.75,0.25,0.5,0.75,1.0,0.75,0.0
174,288.0,41.0,0.14,1.0,0.85,0.13,0.54,0.33,0.1,0.29,0.46,0.15,0.0,0.87,0.2,0.02,0.05,5.03,5.37,3.17,0.263,0.45899999999999996,0.18899999999999997,0.37799999999999995,0.243,0.075,0.667,0.139,0.156,0.146,0.244,0.833,0.846,0.833,0.6920000000000001,0.609,0.56,0.88,0.26899999999999996,0.26899999999999996,0.56,0.815,0.708,0.0
175,311.0,37.0,0.12,0.97,0.95,0.14,0.68,0.19,0.08,0.41,0.38,0.14,0.0,1.08,0.27,0.05,0.7502876471160909,6.51,5.8,3.21,0.433,0.37799999999999995,0.162,0.297,0.18899999999999997,0.17600000000000002,0.16699999999999998,0.857,0.205,0.081,0.162,0.917,0.833,0.636,0.2,0.636,0.273,0.833,0.16699999999999998,0.0,0.636,1.0,0.667,0.0
176,444.0,69.0,0.16,1.0,0.96,0.16,0.69,0.15,0.09,0.38,0.4,0.13,0.0,1.01,0.12,0.12,0.3,5.85,5.85,2.87,0.635,0.305,0.203,0.102,0.203,0.094,0.8,0.19699999999999998,0.52,0.087,0.174,0.95,0.895,0.75,0.818,0.706,0.526,0.895,0.33299999999999996,0.222,0.722,0.85,0.737,0.015
177,551.0,87.0,0.16,0.99,0.91,0.06,0.69,0.25,0.07,0.2,0.54,0.2,0.0,0.22,0.11,0.038789410776607886,0.1,6.61,6.53,3.85,0.315,0.447,0.342,0.171,0.158,0.071,0.4,0.165,0.382,0.092,0.184,0.857,0.657,0.765,0.542,0.645,0.429,0.833,0.212,0.273,0.588,0.9440000000000001,0.6940000000000001,0.0
178,467.0,66.0,0.14,1.0,0.83,0.06,0.65,0.29,0.09,0.26,0.35,0.3,0.0,0.57,0.11,0.02,0.05,6.37,5.65,3.77,0.469,0.552,0.534,0.10300000000000001,0.36200000000000004,0.125,0.5,0.308,0.316,0.045,0.136,0.9129999999999999,0.667,0.909,0.5329999999999999,0.81,0.591,0.87,0.21100000000000002,0.158,0.727,0.87,0.545,0.0
179,450.0,80.0,0.18,0.79,0.94,0.1,0.63,0.27,0.05,0.2,0.61,0.14,0.0,0.19,0.13,0.02834473926051769,0.13,6.71,6.6,4.14,0.147,0.278,0.063,0.253,0.114,0.177,0.583,0.861,0.917,0.1,0.188,0.86,0.7070000000000001,0.6759999999999999,0.5479999999999999,0.579,0.47700000000000004,0.818,0.262,0.23800000000000002,0.698,0.955,0.7609999999999999,0.013000000000000001
180,402.0,72.0,0.18,0.9,0.96,0.11,0.75,0.14,0.09,0.31,0.54,0.06,0.0,0.64,0.42,0.22,0.17,6.54,5.91,3.26,0.344,0.514,0.314,0.271,0.3,0.099,0.7140000000000001,0.20800000000000002,0.263,0.111,0.306,0.882,0.938,0.848,0.316,0.645,0.28600000000000003,0.6940000000000001,0.258,0.29,0.5,1.0,0.6759999999999999,0.042
181,591.0,100.0,0.17,0.98,0.92,0.08,0.8,0.12,0.05,0.27,0.53,0.15,0.0,0.2,0.51,0.22313466572956245,0.02,6.7,6.12,3.95,0.469,0.429,0.29600000000000004,0.245,0.184,0.10400000000000001,0.444,0.66,0.114,0.14,0.39,0.941,0.767,0.767,0.6,0.517,0.33299999999999996,0.912,0.321,0.39299999999999996,0.621,0.943,0.588,0.051
182,522.0,83.0,0.16,1.0,0.94,0.09,0.68,0.23,0.07,0.22,0.58,0.12,0.0,0.49,0.07,0.08,0.24324366613697695,5.66,5.4,3.31,0.19399999999999998,0.26899999999999996,0.154,0.192,0.115,0.096,0.33299999999999996,0.187,0.5,0.10800000000000001,0.24100000000000002,0.872,0.846,0.737,0.519,0.5529999999999999,0.5,0.804,0.273,0.273,0.682,0.8540000000000001,0.674,0.027999999999999997
183,621.0,73.0,0.12,0.94,0.77,0.17,0.71,0.12,0.15,0.24,0.47,0.15,0.0,0.51,0.16,0.2628283497569851,0.05,6.35,5.76,2.87,0.406,0.647,0.544,0.324,0.41200000000000003,0.22399999999999998,0.35700000000000004,0.36200000000000004,0.278,0.11,0.315,0.905,0.75,0.8,0.5,0.75,0.368,0.8640000000000001,0.381,0.33299999999999996,0.75,0.909,0.5710000000000001,0.027999999999999997
184,403.0,54.0,0.13,0.98,0.94,0.15,0.68,0.17,0.08,0.25,0.36,0.32,0.0,0.69,0.63,0.11,0.07,6.53,6.1,4.04,0.434,0.373,0.275,0.17600000000000002,0.294,0.075,0.25,0.204,0.023,0.185,0.24100000000000002,1.0,1.0,1.0,0.5,0.6,0.75,1.0,0.3,0.5,0.909,0.917,0.917,0.019
185,470.0,63.0,0.13,0.98,0.81,0.1,0.57,0.33,0.09,0.39,0.44,0.09,0.0,1.2,0.16,0.11,0.29,6.63,5.9,3.49,0.318,0.509,0.436,0.182,0.29100000000000004,0.098,0.5,0.31,0.07,0.19,0.19,0.929,0.9229999999999999,0.7859999999999999,0.5,0.846,0.5710000000000001,0.929,0.077,0.154,0.615,1.0,0.7140000000000001,0.066
186,1075.0,126.0,0.12,0.78,0.92,0.11,0.74,0.16,0.04,0.32,0.51,0.13,0.0,0.75,0.48,0.06,0.03,6.14,5.66,3.68,0.278,0.371,0.207,0.25,0.19,0.052000000000000005,0.0,0.092,0.299,0.135,0.20600000000000002,0.9390000000000001,0.727,0.7929999999999999,0.5,0.7240000000000001,0.278,0.7140000000000001,0.324,0.235,0.613,0.865,0.583,0.0
187,468.0,66.0,0.14,0.97,0.89,0.09,0.67,0.23,0.06,0.25,0.43,0.26,0.0,0.62,0.18,0.06,0.06,5.76,5.17,3.88,0.193,0.32299999999999995,0.19399999999999998,0.226,0.145,0.094,0.6,0.156,0.16699999999999998,0.0,0.076,0.84,0.72,0.7390000000000001,0.588,0.769,0.536,0.7859999999999999,0.36,0.32,0.667,0.929,0.643,0.0
188,515.0,100.0,0.19,0.99,0.9,0.14,0.56,0.3,0.14,0.25,0.33,0.28,0.0,0.34,0.05,0.1378495969947647,0.08316211237161573,5.47,4.69,3.0,0.217,0.308,0.231,0.121,0.209,0.135,1.0,0.184,0.17300000000000001,0.13,0.18,0.878,0.8420000000000001,0.725,0.667,0.667,0.474,0.895,0.225,0.175,0.639,0.85,0.59,0.01
189,284.0,40.0,0.14,0.66,0.92,0.05,0.65,0.3,0.13,0.24,0.55,0.08,0.0,1.55,1.0,0.15,0.06965626810469688,6.49,4.7,2.66,0.321,0.43200000000000005,0.297,0.243,0.243,0.105,0.5,0.17600000000000002,0.40700000000000003,0.075,0.15,0.7859999999999999,0.5379999999999999,0.462,0.5710000000000001,0.6,0.25,0.813,0.35700000000000004,0.214,0.429,0.875,0.5,0.0
190,550.0,93.0,0.17,0.63,0.93,0.13,0.72,0.15,0.03,0.37,0.46,0.14,0.0,0.54,0.06,0.5533878216569043,0.09,6.45,6.27,3.44,0.344,0.483,0.281,0.337,0.258,0.078,0.28600000000000003,0.667,0.698,0.14,0.29,0.7,0.41700000000000004,0.7140000000000001,0.444,0.444,0.385,0.9229999999999999,0.636,0.636,0.545,0.769,0.385,0.011000000000000001
191,517.0,63.0,0.12,0.94,0.88,0.12,0.57,0.31,0.13,0.11,0.55,0.21,0.0,0.32,0.24,0.08,0.08,6.14,5.99,5.2,0.2,0.24600000000000002,0.213,0.115,0.131,0.161,0.5710000000000001,0.203,0.418,0.048,0.111,0.9620000000000001,0.88,0.8079999999999999,0.615,0.76,0.4,0.846,0.28,0.24,0.818,0.9259999999999999,0.778,0.0
192,357.0,58.0,0.16,1.0,0.93,0.02,0.8,0.18,0.09,0.4,0.43,0.09,0.0,0.52,0.34,0.65,0.12,6.91,6.72,4.24,0.228,0.264,0.264,0.019,0.18899999999999997,0.017,0.0,0.052000000000000005,0.071,0.069,0.069,0.85,0.737,0.762,0.43799999999999994,0.65,0.45,0.85,0.33299999999999996,0.278,0.706,0.9,0.65,0.018000000000000002
193,517.0,97.0,0.19,0.97,0.93,0.06,0.68,0.26,0.05,0.23,0.57,0.15,0.0,0.19,0.16,0.03156294573693556,0.04,6.03,5.83,4.48,0.244,0.28300000000000003,0.228,0.152,0.174,0.043,0.75,0.35100000000000003,0.672,0.062,0.14400000000000002,0.9229999999999999,0.767,0.745,0.536,0.653,0.33299999999999996,0.885,0.132,0.20800000000000002,0.6459999999999999,0.907,0.76,0.011000000000000001
194,409.0,67.0,0.16,0.99,0.92,0.09,0.67,0.24,0.05,0.3,0.34,0.31,0.0,0.09,0.09,0.03,0.03,6.38,5.79,4.53,0.276,0.36700000000000005,0.217,0.25,0.217,0.11699999999999999,0.429,0.306,0.134,0.09,0.16399999999999998,1.0,0.895,0.8640000000000001,0.6920000000000001,0.9,0.636,0.8640000000000001,0.158,0.316,0.833,0.9520000000000001,1.0,0.015
195,837.0,94.0,0.11,0.98,0.77,0.12,0.62,0.26,0.06,0.33,0.43,0.19,0.0,0.68,0.07,0.1,0.01,6.22,5.68,4.39,0.263,0.17600000000000002,0.132,0.08800000000000001,0.11,0.151,0.667,0.276,0.27899999999999997,0.096,0.17,0.966,0.741,0.815,0.522,0.708,0.414,0.8,0.25,0.321,0.821,0.9309999999999999,0.655,0.034
196,665.0,61.0,0.09,0.98,0.7,0.1,0.59,0.31,0.07,0.31,0.46,0.17,0.0,0.52,0.64,0.09939357587556533,0.05,5.25,4.75,2.94,0.192,0.47200000000000003,0.396,0.245,0.245,0.121,0.667,0.254,0.179,0.131,0.24600000000000002,1.0,0.889,1.0,0.5,0.556,0.444,0.889,0.111,0.444,0.33299999999999996,1.0,0.778,0.017
197,989.0,144.0,0.15,0.95,0.85,0.05,0.57,0.38,0.09,0.3,0.47,0.15,0.0,0.21,0.11,0.47161327522612223,0.05,6.49,6.25,4.27,0.24600000000000002,0.331,0.20600000000000002,0.17600000000000002,0.16899999999999998,0.099,0.833,0.142,0.13,0.076,0.139,0.833,0.528,0.703,0.478,0.71,0.342,0.789,0.342,0.237,0.667,0.9490000000000001,0.59,0.0
198,1700.0,277.0,0.16,0.9,0.86,0.09,0.65,0.27,0.05,0.32,0.44,0.19,0.0,0.57,0.07,0.031234798433618573,0.04,6.01,5.59,3.76,0.435,0.349,0.267,0.136,0.20199999999999999,0.11199999999999999,0.68,0.12300000000000001,0.183,0.105,0.17300000000000001,0.8290000000000001,0.71,0.662,0.429,0.696,0.431,0.73,0.217,0.29,0.563,0.91,0.581,0.037000000000000005
199,830.0,119.0,0.14,0.97,0.85,0.05,0.59,0.36,0.12,0.25,0.43,0.2,0.0,0.63,0.08,0.03,0.03,6.02,5.48,3.85,0.156,0.40700000000000003,0.345,0.212,0.301,0.079,0.5710000000000001,0.24100000000000002,0.21600000000000003,0.10099999999999999,0.16,0.863,0.816,0.705,0.45,0.6809999999999999,0.34600000000000003,0.7959999999999999,0.24,0.18,0.563,0.8079999999999999,0.615,0.10300000000000001
200,283.0,33.0,0.12,1.0,0.97,0.07,0.84,0.1,0.06,0.36,0.39,0.18,0.0,1.08,0.06,0.03,0.09,5.69,5.63,4.13,0.207,0.161,0.161,0.032,0.161,0.061,0.0,0.848,0.429,0.061,0.121,0.8240000000000001,1.0,0.833,0.667,0.615,0.33299999999999996,1.0,0.214,0.214,0.769,0.938,0.7859999999999999,0.0
201,507.0,65.0,0.13,0.93,0.85,0.06,0.76,0.18,0.02,0.25,0.54,0.19,0.0,1.38,0.18,0.046045925616592494,0.02,4.73,4.41,2.61,0.434,0.424,0.203,0.271,0.16899999999999998,0.05,1.0,0.102,0.052000000000000005,0.10800000000000001,0.292,0.938,0.929,0.875,0.833,0.6,0.5,0.813,0.25,0.375,0.429,0.875,0.625,0.016
202,880.0,52.0,0.06,0.7,0.75,0.12,0.63,0.24,0.14,0.3,0.5,0.06,0.0,2.16,0.58,0.0986769860762165,0.4723569147710528,6.33,6.11,2.95,0.375,0.316,0.158,0.158,0.21100000000000002,0.22899999999999998,0.5,0.28600000000000003,0.14300000000000002,0.115,0.154,0.882,0.765,0.688,0.545,0.6,0.42100000000000004,0.789,0.278,0.5,0.737,0.941,0.611,0.098
203,376.0,79.0,0.21,0.77,0.96,0.2,0.66,0.15,0.05,0.34,0.48,0.13,0.0,0.63,0.1,0.54,0.22,6.12,5.66,3.75,0.313,0.434,0.184,0.342,0.303,0.135,0.75,0.213,0.12300000000000001,0.228,0.253,0.84,0.708,0.64,0.45,0.8079999999999999,0.33299999999999996,0.7040000000000001,0.41700000000000004,0.292,0.45799999999999996,0.75,0.435,0.013999999999999999
204,280.0,28.0,0.1,0.76,0.89,0.15,0.56,0.3,0.21,0.36,0.36,0.07,0.0,0.89,0.43,0.36,0.14839591145500083,6.32,5.86,3.5,0.5,0.5,0.462,0.154,0.26899999999999996,0.077,1.0,0.24,0.115,0.14300000000000002,0.214,0.667,0.579,0.294,0.5379999999999999,0.444,0.28600000000000003,0.524,0.33299999999999996,0.429,0.5710000000000001,0.955,0.45,0.036000000000000004
205,251.0,42.0,0.17,0.98,0.98,0.0,0.78,0.23,0.05,0.59,0.26,0.1,0.0,1.15,0.48,1.43,0.1,6.74,5.36,2.56,0.5,0.39,0.293,0.171,0.268,0.14300000000000002,0.5,0.095,0.077,0.095,0.262,0.9129999999999999,0.6,0.5710000000000001,0.556,0.609,0.522,0.792,0.25,0.33299999999999996,0.682,0.76,0.696,0.0
206,638.0,137.0,0.22,0.99,0.86,0.09,0.59,0.32,0.06,0.36,0.41,0.18,0.0,0.65,0.09,0.035169555824757844,0.01,6.4,6.31,3.05,0.375,0.299,0.18899999999999997,0.18100000000000002,0.19699999999999998,0.10300000000000001,0.5710000000000001,0.17,0.28300000000000003,0.131,0.248,0.8390000000000001,0.738,0.652,0.565,0.588,0.5539999999999999,0.8270000000000001,0.28,0.312,0.6779999999999999,0.889,0.67,0.022000000000000002
207,290.0,68.0,0.23,0.97,0.88,0.08,0.59,0.33,0.03,0.27,0.56,0.15,0.0,0.15,0.24,0.04,0.01,6.35,6.12,4.29,0.308,0.433,0.239,0.299,0.179,0.0,0.9321331992218308,0.015,0.073,0.11800000000000001,0.353,0.852,0.833,0.708,0.467,0.7040000000000001,0.33299999999999996,0.778,0.304,0.217,0.75,0.889,0.593,0.0
208,386.0,48.0,0.12,1.0,0.89,0.15,0.57,0.28,0.04,0.47,0.36,0.13,0.0,1.04,0.38,0.7366210755559944,0.40927878740068185,6.22,5.58,3.35,0.225,0.326,0.18600000000000003,0.163,0.256,0.09300000000000001,0.0,0.14,0.128,0.146,0.25,0.9309999999999999,0.7859999999999999,0.7929999999999999,0.5,0.64,0.35700000000000004,0.7929999999999999,0.207,0.345,0.655,0.9329999999999999,0.633,0.064
